n,k,i,p,m,r,t,T
1024,4,512,2085293356,210,15,913340,971776
1024,4,512,2125827017,135,10,614737,673227
1024,4,512,2170232505,105,8,585169,643145
1024,4,512,2171978569,180,13,780918,836269
1024,4,512,2183785843,210,15,711931,770317
1024,4,512,2208466103,270,19,781025,839703
1024,4,512,2216733543,150,11,553324,608697
1024,4,512,2255281757,120,9,605142,655497
1024,4,512,2268670110,270,19,689000,743999
1024,4,512,2281124836,135,10,613712,681365
2048,4,1024,2050882817,120,9,981443,1046733
2048,4,1024,2066389057,255,18,934815,992769
2048,4,1024,2071448487,285,20,738255,806041
2048,4,1024,2107118738,210,15,702209,768037
2048,4,1024,2110569756,225,16,672672,739476
2048,4,1024,2112787706,180,13,949713,1015015
2048,4,1024,2115118239,225,16,695883,785438
2048,4,1024,2123500101,240,17,1112815,1178826
2048,4,1024,2127981884,150,11,990673,1055947
2048,4,1024,2140471188,255,18,706622,764828
4096,4,2048,2104739050,255,18,1246554,1333554
4096,4,2048,2116506321,255,18,808217,894709
4096,4,2048,2123312470,285,20,746204,832177
4096,4,2048,2126812663,240,17,1281295,1400044
4096,4,2048,2134792836,405,28,836519,917138
4096,4,2048,2135134518,165,12,855500,940975
4096,4,2048,2144223134,240,17,663746,750686
4096,4,2048,2164362450,360,25,1360978,1447135
4096,4,2048,2175524418,270,19,841770,921859
4096,4,2048,2228752281,270,19,779779,871222
8192,4,4096,2121579016,195,14,1411779,1545260
8192,4,4096,2125032261,165,12,1010004,1144396
8192,4,4096,2132974467,210,15,767340,928190
8192,4,4096,2133426636,180,13,1216705,1377773
8192,4,4096,2139972543,195,14,709394,841109
8192,4,4096,2142930731,225,16,663986,795415
8192,4,4096,2143305798,300,21,834205,966003
8192,4,4096,2145237376,300,21,1455335,1580349
8192,4,4096,2150021620,300,21,830649,965019
8192,4,4096,2160921751,330,23,1354492,1482457
16384,4,8192,2105848212,165,12,1272552,1487599
16384,4,8192,2110764580,300,21,850109,1067112
16384,4,8192,2124601543,240,17,1414883,1628362
16384,4,8192,2129642929,210,15,793322,1007158
16384,4,8192,2145029081,315,22,862342,1080148
16384,4,8192,2146041217,300,21,936834,1146742
16384,4,8192,2150915225,375,26,1202389,1418933
16384,4,8192,2152581221,165,12,978723,1203188
16384,4,8192,2155539396,315,22,1968412,2186836
16384,4,8192,2171656433,180,13,783301,998415
32768,4,16384,2134177006,390,27,1113749,1514347
32768,4,16384,2141668646,345,24,3080690,3533981
32768,4,16384,2141990221,330,23,1218689,1622208
32768,4,16384,2148017634,330,23,3533604,3931094
32768,4,16384,2148151841,405,28,1197603,1611566
32768,4,16384,2156409069,225,16,2926296,3322465
32768,4,16384,2156996626,345,24,2654338,3049082
32768,4,16384,2158243263,330,23,3203261,3603335
32768,4,16384,2159985237,270,19,2898943,3301548
32768,4,16384,2166197112,405,28,1201362,1600664
65536,4,32768,2134917753,270,19,1427628,2170557
65536,4,32768,2137939064,315,22,1659253,2419742
65536,4,32768,2143255207,375,26,2864730,3610508
65536,4,32768,2145071582,345,24,1672332,2419017
65536,4,32768,2149009574,495,34,5004788,5758493
65536,4,32768,2150050009,330,23,1481303,2256522
65536,4,32768,2150178599,405,28,1571178,2322337
65536,4,32768,2151831246,315,22,1744460,2495318
65536,4,32768,2154216610,270,19,1600906,2345059
65536,4,32768,2159410294,300,21,4700635,5438656
131072,4,65536,2141419220,390,27,3334427,4778828
131072,4,65536,2143689000,405,28,3160100,4606025
131072,4,65536,2143951332,375,26,4398261,5865526
131072,4,65536,2144634517,255,18,2278978,3710462
131072,4,65536,2147129456,345,24,2540337,4021805
131072,4,65536,2148061509,285,20,2915470,4355622
131072,4,65536,2149167038,345,24,2050300,3520053
131072,4,65536,2150414030,465,32,7490789,8944459
131072,4,65536,2152186717,225,16,1674626,3138287
131072,4,65536,2152534758,375,26,2450916,3897736
262144,4,131072,2142802506,345,24,3704359,6462669
262144,4,131072,2143726272,375,26,3373124,6235709
262144,4,131072,2146097650,360,25,6710255,9580864
262144,4,131072,2147204709,360,25,4927792,7768592
262144,4,131072,2147974729,360,25,4161538,6977309
262144,4,131072,2148462100,420,29,4020316,6842526
262144,4,131072,2148636354,255,18,3895132,6742492
