n,k,i,p,m,r,t,T
1024,1,512,2097350815,0,9,73994,162684
1024,1,512,2104850037,0,11,81621,173449
1024,1,512,2106777471,0,21,128699,217296
1024,1,512,2115196632,0,12,73823,170102
1024,1,512,2125673285,0,13,114276,204603
1024,1,512,2146395926,0,15,130453,218034
1024,1,512,2154826941,0,10,89538,180002
1024,1,512,2162765221,0,8,85426,174128
1024,1,512,2205258287,0,6,60442,150070
1024,1,512,2239627078,0,14,95099,185851
2048,1,1024,2061494913,0,23,188592,329447
2048,1,1024,2084644970,0,12,142578,297311
2048,1,1024,2118322275,0,19,159560,320660
2048,1,1024,2155278442,0,13,143927,279266
2048,1,1024,2162819987,0,22,195528,329598
2048,1,1024,2178216735,0,16,193285,342869
2048,1,1024,2184215221,0,17,182070,316451
2048,1,1024,2203761895,0,18,205619,340695
2048,1,1024,2206006376,0,14,151278,290597
2048,1,1024,2239728846,0,13,152933,287977
4096,1,2048,2115202970,0,19,235474,455500
4096,1,2048,2120750202,0,17,256578,508169
4096,1,2048,2123138880,0,18,260805,478853
4096,1,2048,2129275688,0,19,220079,442494
4096,1,2048,2134662665,0,18,226731,445218
4096,1,2048,2137066758,0,15,272119,505410
4096,1,2048,2140513532,0,18,227426,469622
4096,1,2048,2147824512,0,16,277312,524477
4096,1,2048,2161038113,0,17,296069,511913
4096,1,2048,2178478787,0,20,218018,434628
8192,1,4096,2120953744,0,22,498026,899309
8192,1,4096,2129562490,0,15,402768,814388
8192,1,4096,2138248807,0,16,357909,817526
8192,1,4096,2140440655,0,16,400543,860942
8192,1,4096,2148326058,0,14,538016,943019
8192,1,4096,2157537870,0,17,375157,808683
8192,1,4096,2158208489,0,13,321522,748636
8192,1,4096,2159373533,0,15,392355,851729
8192,1,4096,2161206032,0,17,444593,942588
8192,1,4096,2177969754,0,18,445161,860142
16384,1,8192,2117864348,0,18,1121870,1884343
16384,1,8192,2125202585,0,9,507916,1283533
16384,1,8192,2133140825,0,20,838915,1586837
16384,1,8192,2136429978,0,10,724018,1468515
16384,1,8192,2137724753,0,16,732506,1484519
16384,1,8192,2144343686,0,24,1528717,2289683
16384,1,8192,2150954108,0,11,1001410,1761223
16384,1,8192,2155296479,0,20,779654,1532610
16384,1,8192,2156746362,0,18,963337,1721581
16384,1,8192,2165507453,0,13,845073,1606826
32768,1,16384,2134069852,0,19,1467746,2956332
32768,1,16384,2139258010,0,26,1919276,3398902
32768,1,16384,2139869926,0,27,2036746,3487283
32768,1,16384,2140376415,0,29,2785901,4209256
32768,1,16384,2141390108,0,25,2464029,3903432
32768,1,16384,2149913678,0,17,1629860,3146626
32768,1,16384,2151897313,0,26,1898169,3364197
32768,1,16384,2156392627,0,21,2227793,3676222
32768,1,16384,2162548177,0,32,2096425,3541654
32768,1,16384,2167961897,0,20,1614886,3100501
65536,1,32768,2135582881,0,25,2816050,5707278
65536,1,32768,2147318849,0,25,2951606,5777511
65536,1,32768,2148781785,0,16,2246770,5114098
65536,1,32768,2148885889,0,17,2991647,5809487
65536,1,32768,2149538683,0,26,3430930,6329444
65536,1,32768,2150277468,0,27,3558321,6398848
65536,1,32768,2157450346,0,19,3064551,5974939
65536,1,32768,2159950962,0,17,3793029,6639145
65536,1,32768,2160792261,0,21,2579238,5473405
65536,1,32768,2162558969,0,22,2891479,5836038
131072,1,65536,2143418743,0,27,9133311,14761546
131072,1,65536,2143539698,0,22,6792046,12434909
131072,1,65536,2143843304,0,21,5064227,10824126
131072,1,65536,2145926438,0,36,8878736,14589687
131072,1,65536,2147257673,0,26,7592462,13206628
131072,1,65536,2148008606,0,20,8031503,13660655
131072,1,65536,2148891216,0,16,5646224,11284220
131072,1,65536,2150089995,0,22,4914529,10566357
131072,1,65536,2150630993,0,19,6652631,12270845
131072,1,65536,2150693466,0,26,7460622,13046023
262144,1,131072,2139726266,0,28,15731970,26871136
262144,1,131072,2146288975,0,23,10398235,21552381
262144,1,131072,2147081194,0,28,12884165,23993482
262144,1,131072,2149408770,0,23,11675155,22800466
262144,1,131072,2149682787,0,21,8665110,19791412
262144,1,131072,2150712172,0,36,12428754,23625116
262144,1,131072,2151388136,0,27,30182404,41365227
262144,1,131072,2151712356,0,20,11947734,23104308
262144,1,131072,2152609324,0,31,12958089,24043704
262144,1,131072,2154724670,0,21,11400367,22637532
524288,1,262144,2146122382,0,24,22189727,44801530
524288,1,262144,2146332697,0,28,29969898,52587629
524288,1,262144,2148485343,0,22,30130238,52795729
524288,1,262144,2148540177,0,22,29130891,51860280
524288,1,262144,2148850882,0,31,23511400,46286012
524288,1,262144,2149377897,0,24,31547811,54023064
524288,1,262144,2150726678,0,21,25148376,47709745
524288,1,262144,2151572932,0,27,33666981,56626653
524288,1,262144,2151803161,0,33,47571932,70475268
524288,1,262144,2152642486,0,29,38556787,61288465
1048576,1,524288,2144600745,0,26,44124995,88658702
1048576,1,524288,2145228673,0,25,61977494,106293500
1048576,1,524288,2146633316,0,29,120546271,176934100
1048576,1,524288,2147062495,0,32,108953834,153453584
1048576,1,524288,2147935501,0,28,68584828,113619588
1048576,1,524288,2148231531,0,34,99754493,164147016
1048576,1,524288,2148238507,0,25,51755407,96378175
1048576,1,524288,2148653301,0,23,65262791,109720103
1048576,1,524288,2149381310,0,31,54714778,99438454
1048576,1,524288,2149741689,0,26,48951090,93138542
2097152,1,1048576,2143331046,0,23,87171485,176023612
2097152,1,1048576,2143655020,0,34,231064451,352263349
2097152,1,1048576,2146781418,0,27,138748449,260573533
2097152,1,1048576,2146807554,0,27,114137604,203399550
2097152,1,1048576,2147182932,0,31,167539307,255081467
2097152,1,1048576,2148166923,0,29,82887614,171273793
2097152,1,1048576,2148244099,0,22,117223450,217247643
2097152,1,1048576,2148603379,0,19,178903050,308835381
2097152,1,1048576,2149924260,0,33,190624340,350435003
2097152,1,1048576,2150180954,0,22,81244282,168825512
4194304,1,2097152,2146906399,0,29,457279144,631813427
4194304,1,2097152,2147405374,0,31,296244989,470425519
4194304,1,2097152,2147416714,0,27,372930737,710795975
4194304,1,2097152,2147420368,0,38,304740186,478697447
4194304,1,2097152,2147528180,0,28,207015803,391173400
4194304,1,2097152,2147917201,0,24,181929658,358685831
4194304,1,2097152,2148123267,0,45,297609044,497237460
4194304,1,2097152,2148369334,0,29,266247680,441582348
4194304,1,2097152,2149702124,0,39,313402824,493572566
4194304,1,2097152,2150483666,0,27,287401302,540833660
8388608,1,4194304,2146389026,0,28,342571825,697040032
8388608,1,4194304,2146511889,0,38,1271969728,1658547942
8388608,1,4194304,2147048135,0,32,811383559,1381764633
8388608,1,4194304,2147251721,0,26,568047529,1251124050
8388608,1,4194304,2147722630,0,35,463720333,907059285
8388608,1,4194304,2147735419,0,25,414140370,762192159
8388608,1,4194304,2147985179,0,22,421193096,770263777
8388608,1,4194304,2148153836,0,29,358716967,713717411
8388608,1,4194304,2148234744,0,30,619477394,1247542224
8388608,1,4194304,2148363019,0,36,545962955,892779483
16777216,1,8388608,2146674512,0,34,1134846347,1855308232
16777216,1,8388608,2147048632,0,26,1136572392,2172915552
16777216,1,8388608,2147115883,0,29,1294560447,2685746587
16777216,1,8388608,2147280946,0,32,939071765,1868264721
16777216,1,8388608,2147285040,0,24,1355492663,2078833719
16777216,1,8388608,2147453169,0,31,1147563999,2500433922
16777216,1,8388608,2147509864,0,34,2472584198,3238014205
16777216,1,8388608,2147767398,0,35,1057476839,1749406946
16777216,1,8388608,2148070299,0,34,924756606,2289712327
16777216,1,8388608,2148603490,0,33,560133738,1336761427
33554432,1,16777216,2146968538,0,27,3067286186,5118643984
33554432,1,16777216,2147206915,0,38,2585426093,4216364551
33554432,1,16777216,2147210863,0,35,1941102396,4561927597
33554432,1,16777216,2147399025,0,27,2373642824,4457552617
33554432,1,16777216,2147577239,0,37,4127136669,6049362448
33554432,1,16777216,2147606230,0,30,1627884642,3010080861
33554432,1,16777216,2147686993,0,35,2402114097,5165599500
33554432,1,16777216,2147764402,0,25,2914886934,5134455515
33554432,1,16777216,2148088255,0,36,3506428169,5528735705
33554432,1,16777216,2148157121,0,40,3378104872,6156618319
67108864,1,33554432,2146685170,0,33,4125512821,9652456213
67108864,1,33554432,2147218173,0,46,9554496698,14544892732
67108864,1,33554432,2147283715,0,30,8523127379,13303218652
67108864,1,33554432,2147293698,0,36,1935995646,4697355843
67108864,1,33554432,2147441652,0,34,11378766458,16153662136
67108864,1,33554432,2147448209,0,30,5354353211,10904197035
67108864,1,33554432,2147448832,0,46,7032872381,11774370528
67108864,1,33554432,2147552145,0,30,8472950657,13991479163
67108864,1,33554432,2147701608,0,48,7124144242,11760982196
67108864,1,33554432,2147843374,0,36,4449358034,9975140441
134217728,1,67108864,2147406074,0,34,8339677959,19406218937
134217728,1,67108864,2147457513,0,26,10592060064,20844850163
134217728,1,67108864,2147489196,0,38,11530597136,22368661368
134217728,1,67108864,2147556180,0,33,10369980664,20624916011
134217728,1,67108864,2147587792,0,32,13391819076,23664505518
134217728,1,67108864,2147631420,0,48,11907333218,22990681508
134217728,1,67108864,2147632660,0,45,17579336889,28625034904
