n,k,i,p,m,r,t,T
1024,32,1024,4287908274,1705,12,87056304,87102243
1024,32,1024,4289514491,1240,9,1083406912,1083461130
1024,32,1024,4290431835,1550,11,125263655,125309754
1024,32,1024,4290435069,1240,9,87671449,87724967
1024,32,1024,4292031838,620,5,84885781,84941509
1024,32,1024,4292668810,1085,8,107467646,107520274
1024,32,1024,4292851424,1085,8,105462178,105562075
1024,32,1024,4293685543,1240,9,102013937,102060243
1024,32,1024,4294703247,1085,8,128679929,128726438
1024,32,1024,4294829521,1240,9,97055605,97103307
2048,32,2048,4289506413,1240,9,105798206,105846741
2048,32,2048,4292291010,775,6,100709609,100762695
2048,32,2048,4292531235,775,6,88165265,88211946
2048,32,2048,4292976277,1085,8,113455235,113503356
2048,32,2048,4293923415,930,7,96536962,96591937
2048,32,2048,4293927632,1085,8,103652102,103776244
2048,32,2048,4293988331,1240,9,92914026,92961821
2048,32,2048,4294062709,775,6,120173846,120242186
2048,32,2048,4294223422,1705,12,97130492,97183609
2048,32,2048,4294861982,1705,12,112355004,112408261
4096,32,4096,4292114528,1550,11,99140936,99195496
4096,32,4096,4293909638,1550,11,100358128,100414865
4096,32,4096,4294343747,1240,9,103494187,103543690
4096,32,4096,4294516837,1085,8,126690081,126741343
4096,32,4096,4294671817,1395,10,109073290,109128681
4096,32,4096,4294811166,930,7,92961585,93017446
4096,32,4096,4294821282,930,7,112562174,112612814
4096,32,4096,4294858747,620,5,128081923,128156492
4096,32,4096,4294938369,1550,11,113770830,113827873
8192,32,8192,4294186312,1550,11,114321999,114373790
8192,32,8192,4294543151,1550,11,94295102,94353006
8192,32,8192,4294543649,1705,12,106141293,106202115
8192,32,8192,4294622723,1860,13,110746868,110801709
8192,32,8192,4294665096,1860,13,96009849,96072605
8192,32,8192,4294807458,2170,15,100300688,100359221
8192,32,8192,4294850745,1860,13,108688421,108742317
8192,32,8192,4294859683,1705,12,111159031,111211934
8192,32,8192,4294923266,1240,9,114259791,114314988
8192,32,8192,4294958634,1240,9,106842282,106903934
16384,32,16384,4294156035,1395,10,96043809,96101872
16384,32,16384,4294249253,1240,9,115051894,115174669
16384,32,16384,4294517689,1550,11,112708777,112769352
16384,32,16384,4294611773,2170,15,110793671,110862372
16384,32,16384,4294816769,1705,12,109110984,109204793
16384,32,16384,4294826183,1395,10,87162984,87232209
16384,32,16384,4294826355,1395,10,121955005,122017128
16384,32,16384,4294869059,1085,8,122179111,122238935
16384,32,16384,4294924791,2015,14,106783146,106849133
16384,32,16384,4294960147,1240,9,139790508,139853959
32768,32,32768,4294704334,1240,9,92691890,92804131
32768,32,32768,4294705256,1085,8,112799636,112878498
32768,32,32768,4294706292,1860,13,98062548,98224876
32768,32,32768,4294763722,2325,16,105096012,105257144
32768,32,32768,4294816950,775,6,100962098,101017227
32768,32,32768,4294863591,1085,8,103290210,103371257
32768,32,32768,4294880380,2015,14,102227594,102307603
32768,32,32768,4294883845,1240,9,108848441,108935075
32768,32,32768,4294938291,1240,9,119228325,119308599
32768,32,32768,4294938642,1705,12,88901500,89134238
65536,32,65536,4294778864,1240,9,130460190,130590600
65536,32,65536,4294806284,1705,12,107952811,108085547
65536,32,65536,4294837255,2170,15,112554803,112685597
65536,32,65536,4294844735,2170,15,108879707,109011577
65536,32,65536,4294934025,2325,16,92472809,92631931
65536,32,65536,4294939084,1085,8,87680218,87814916
65536,32,65536,4294947335,2170,15,104417063,104550096
65536,32,65536,4294949500,1395,10,94982224,95113763
65536,32,65536,4294963414,1860,13,105329188,105460271
65536,32,65536,4294965718,2325,16,119102331,119235502
131072,32,131072,4294867179,1395,10,85955014,86172075
131072,32,131072,4294873052,1550,11,132577094,132798527
131072,32,131072,4294890882,2480,17,104991306,105207060
131072,32,131072,4294923499,1085,8,115115815,115327063
131072,32,131072,4294932476,1860,13,119011034,119226247
131072,32,131072,4294948242,1860,13,126044011,126257727
131072,32,131072,4294952764,1240,9,102870052,103193062
131072,32,131072,4294955099,1705,12,134146792,134362737
131072,32,131072,4294957340,2480,17,119781967,120000773
131072,32,131072,4294957481,2325,16,122584941,122925288
262144,32,262144,4294944794,3255,22,110823358,111215949
262144,32,262144,4294948010,2170,15,99956255,100358571
262144,32,262144,4294951234,2635,18,139833435,140236688
262144,32,262144,4294953735,1860,13,114501000,114906567
262144,32,262144,4294959133,1705,12,84661875,85061761
262144,32,262144,4294960742,1395,10,130513079,130916917
262144,32,262144,4294963304,2015,14,95032496,95424437
262144,32,262144,4294963423,2325,16,122174191,122569471
