n,k,i,p,m,r,t,T
1024,4,1024,4283772408,180,13,824722,884123
1024,4,1024,4287280840,90,7,731399,790642
1024,4,1024,4288098848,150,11,635763,689534
1024,4,1024,4289285763,120,9,993889,1048199
1024,4,1024,4291582940,120,9,604221,664762
1024,4,1024,4293547746,165,12,1087817,1147073
1024,4,1024,4293733583,135,10,786940,844268
1024,4,1024,4293990939,195,14,660282,711676
1024,4,1024,4294733807,165,12,567307,626882
1024,4,1024,4294867112,135,10,677384,735399
2048,4,2048,4291616442,150,11,597516,662989
2048,4,2048,4291664435,60,5,818236,884513
2048,4,2048,4292172191,135,10,615643,677686
2048,4,2048,4292734909,180,13,855121,922645
2048,4,2048,4293008281,105,8,567096,637634
2048,4,2048,4293331230,105,8,456706,522937
2048,4,2048,4293754266,105,8,472663,536993
2048,4,2048,4293968884,195,14,626471,693063
2048,4,2048,4294393971,60,5,568213,635801
2048,4,2048,4294589025,105,8,554094,614679
4096,4,4096,4292172017,135,10,677816,767074
4096,4,4096,4292606059,75,6,403630,485539
4096,4,4096,4293533527,90,7,476230,566542
4096,4,4096,4294283018,135,10,531634,611870
4096,4,4096,4294312638,105,8,552761,641026
4096,4,4096,4294582070,90,7,587330,667931
4096,4,4096,4294619302,195,14,1400318,1493570
4096,4,4096,4294769922,195,14,614057,706594
4096,4,4096,4294820068,105,8,553515,644423
4096,4,4096,4294946033,105,8,544420,638295
8192,4,8192,4293181068,120,9,609519,735190
8192,4,8192,4293482788,180,13,1232731,1362832
8192,4,8192,4293590536,120,9,666597,795063
8192,4,8192,4294576120,180,13,728492,862113
8192,4,8192,4294655388,180,13,1274290,1407193
8192,4,8192,4294799972,135,10,674148,830189
8192,4,8192,4294836119,195,14,775192,924640
8192,4,8192,4294883265,195,14,1420809,1562281
8192,4,8192,4294887533,195,14,1311350,1443438
8192,4,8192,4294958333,105,8,579655,705312
16384,4,16384,4294370738,120,9,627314,839373
16384,4,16384,4294557603,150,11,1060824,1280198
16384,4,16384,4294610388,150,11,797798,1014177
16384,4,16384,4294737487,195,14,1265279,1474256
16384,4,16384,4294810140,135,10,1256849,1485821
16384,4,16384,4294855147,150,11,1617964,1843016
16384,4,16384,4294899699,210,15,767001,988361
16384,4,16384,4294946864,120,9,658760,891023
16384,4,16384,4294947161,165,12,680882,898649
16384,4,16384,4294959226,135,10,657864,867162
32768,4,32768,4294525386,210,15,1043755,1446696
32768,4,32768,4294742051,195,14,1055997,1459374
32768,4,32768,4294839671,120,9,2213197,2625371
32768,4,32768,4294872190,150,11,928248,1358909
32768,4,32768,4294874999,165,12,2783534,3186692
32768,4,32768,4294889390,180,13,2072005,2489366
32768,4,32768,4294910811,105,8,692965,1094463
32768,4,32768,4294914715,165,12,1956376,2359121
32768,4,32768,4294921032,105,8,680044,1080217
32768,4,32768,4294954331,150,11,687451,1092347
65536,4,65536,4294612357,165,12,2692658,3430174
65536,4,65536,4294623724,240,17,1061637,1808942
65536,4,65536,4294816457,165,12,1159647,1904311
65536,4,65536,4294822457,120,9,949213,1687681
65536,4,65536,4294863300,225,16,1196969,1946179
65536,4,65536,4294897333,180,13,3956329,4701565
65536,4,65536,4294909532,135,10,1209645,1948628
65536,4,65536,4294933215,195,14,1075957,1825015
65536,4,65536,4294948537,165,12,2679746,3449940
65536,4,65536,4294958500,90,7,3755277,4502065
131072,4,131072,4294806132,135,10,1850193,3294757
131072,4,131072,4294914477,210,15,1518210,2983120
131072,4,131072,4294936003,195,14,6534123,8032395
131072,4,131072,4294943027,225,16,1974141,3450510
131072,4,131072,4294943663,240,17,2382680,3825090
131072,4,131072,4294949453,75,6,968899,2408404
131072,4,131072,4294956983,240,17,2294364,3755858
131072,4,131072,4294963178,195,14,2400621,3861395
131072,4,131072,4294963630,150,11,1357130,2791648
131072,4,131072,4294967256,165,12,1422799,2871553
262144,4,262144,4294915009,315,22,2236850,5054227
262144,4,262144,4294919687,240,17,11541870,14421361
262144,4,262144,4294936345,240,17,3135077,5939015
262144,4,262144,4294943244,195,14,7322123,10252422
262144,4,262144,4294957008,225,16,6589660,9425153
262144,4,262144,4294959575,195,14,1810760,4692069
262144,4,262144,4294961932,255,18,3872952,6729515
262144,4,262144,4294964298,210,15,1639134,4487526
262144,4,262144,4294966271,195,14,3319747,6190304
