n,k,i,p,m,r,t,T
1024,2,512,2044082278,65,14,340122,399223
1024,2,512,2073235709,55,12,452623,518823
1024,2,512,2081794499,55,12,490561,579563
1024,2,512,2089691511,70,15,355626,425514
1024,2,512,2117018593,50,11,401829,471528
1024,2,512,2158293375,75,16,701888,760974
1024,2,512,2208671396,25,6,269062,329990
1024,2,512,2220211495,50,11,405736,464904
1024,2,512,2248708462,65,14,354459,411735
1024,2,512,2303544463,85,18,573539,633570
2048,2,1024,2118978659,70,15,347551,428894
2048,2,1024,2129445428,110,23,590346,671581
2048,2,1024,2132878368,65,14,734829,827166
2048,2,1024,2134490113,55,12,459953,541802
2048,2,1024,2164419722,70,15,423895,504625
2048,2,1024,2176177597,75,16,415397,494437
2048,2,1024,2177831823,80,17,354147,441876
2048,2,1024,2177895432,100,21,469915,594731
2048,2,1024,2211737995,75,16,431377,514339
2048,2,1024,2260506732,60,13,481689,564655
4096,2,2048,2110901813,65,14,516069,670296
4096,2,2048,2112700975,55,12,636779,787678
4096,2,2048,2124222415,115,24,443289,568758
4096,2,2048,2128254623,35,8,351690,478101
4096,2,2048,2136501058,65,14,544537,669642
4096,2,2048,2142278340,70,15,515765,640703
4096,2,2048,2147653170,60,13,535106,694781
4096,2,2048,2163656064,90,19,554545,680422
4096,2,2048,2167251988,90,19,1373786,1498479
4096,2,2048,2168240564,90,19,443130,568591
8192,2,4096,2105855778,90,19,532174,740763
8192,2,4096,2107073619,70,15,475904,685783
8192,2,4096,2123353980,100,21,495240,712840
8192,2,4096,2132712274,60,13,631710,919269
8192,2,4096,2133621578,100,21,555135,768811
8192,2,4096,2134446160,105,22,629493,854906
8192,2,4096,2135217138,125,26,756374,966573
8192,2,4096,2138287907,85,18,666031,878254
8192,2,4096,2167172011,65,14,533735,743464
8192,2,4096,2168094281,90,19,582400,797310
16384,2,8192,2125987555,125,26,915295,1323698
16384,2,8192,2130186373,65,14,692176,1091043
16384,2,8192,2133512361,60,13,658497,1049599
16384,2,8192,2138294554,50,11,516921,916066
16384,2,8192,2143293200,65,14,731254,1150735
16384,2,8192,2145363284,135,28,1237028,1632771
16384,2,8192,2146877600,60,13,585721,982447
16384,2,8192,2150053068,130,27,881556,1273088
16384,2,8192,2157378927,95,20,680787,1094105
16384,2,8192,2159118299,75,16,2105521,2501873
32768,2,16384,2100070589,80,17,965130,1714957
32768,2,16384,2137316333,75,16,1066539,1838601
32768,2,16384,2141314131,115,24,1055593,1804196
32768,2,16384,2150098486,105,22,1069152,1804458
32768,2,16384,2150148542,125,26,1347895,2104550
32768,2,16384,2153123983,90,19,6522723,7254295
32768,2,16384,2153423787,115,24,1753874,2493105
32768,2,16384,2155761217,85,18,1521890,2311372
32768,2,16384,2166411284,75,16,1177998,1938671
32768,2,16384,2176700177,50,11,957120,1700448
65536,2,32768,2134197297,80,17,2540262,4006821
65536,2,32768,2138847807,85,18,1552005,3004729
65536,2,32768,2142712429,95,20,2088643,3532818
65536,2,32768,2145952937,130,27,2330397,3781253
65536,2,32768,2146319619,100,21,2155304,3591745
65536,2,32768,2146563463,90,19,8728277,10182132
65536,2,32768,2148735674,105,22,1990813,3464331
65536,2,32768,2150274729,115,24,2639460,4062384
65536,2,32768,2159464111,105,22,1885935,3350830
65536,2,32768,2160037878,135,28,2809480,4262460
131072,2,65536,2137654902,55,12,5668228,8521958
131072,2,65536,2141971641,95,20,3801232,6647594
131072,2,65536,2143269532,105,22,3792639,6629385
131072,2,65536,2145567359,105,22,5035203,7819616
131072,2,65536,2146591989,155,32,4709165,7586244
131072,2,65536,2147724677,80,17,2583037,5443798
131072,2,65536,2147735765,70,15,2925492,5747547
131072,2,65536,2150573984,105,22,4411691,7288304
131072,2,65536,2151080343,70,15,2726225,5559212
131072,2,65536,2162537734,140,29,5041517,7886471
262144,2,131072,2145721889,90,19,6515041,12161562
262144,2,131072,2145786346,145,30,7393857,13075445
262144,2,131072,2145951558,130,27,8023811,13691507
262144,2,131072,2147593494,135,28,5252568,10869018
262144,2,131072,2147798665,135,28,7025677,12641119
262144,2,131072,2148202533,110,23,6375378,11981949
262144,2,131072,2149519948,130,27,6195357,11827747
262144,2,131072,2149933773,105,22,7289664,12846574
262144,2,131072,2154182740,115,24,4964052,10589585
262144,2,131072,2154685083,130,27,4541142,10178000
524288,2,262144,2142145767,140,29,20748364,31870025
524288,2,262144,2144480087,155,32,14201841,25346045
524288,2,262144,2144968433,120,25,10677807,21791407
524288,2,262144,2147215906,85,18,10416339,21544969
524288,2,262144,2147545990,160,33,18468477,29638232
524288,2,262144,2148764739,135,28,33506465,44679948
524288,2,262144,2151084604,135,28,13656380,24735314
524288,2,262144,2151534060,135,28,13460616,24607295
524288,2,262144,2151602147,180,37,17664604,28880662
524288,2,262144,2152774882,185,38,13094317,24329157
1048576,2,524288,2144285611,110,23,26859894,49883950
1048576,2,524288,2146496948,160,33,30761540,53610828
1048576,2,524288,2146982205,145,30,38441894,61200408
1048576,2,524288,2147000849,130,27,64515937,107568792
1048576,2,524288,2147597181,115,24,24476007,47385007
1048576,2,524288,2147884013,150,31,35811240,58879651
1048576,2,524288,2148967376,130,27,30844046,58389161
1048576,2,524288,2149473932,90,19,22203059,45117552
1048576,2,524288,2150292838,90,19,20511864,43361255
1048576,2,524288,2150475304,165,34,29084300,56798751
2097152,2,1048576,2146161710,175,36,99066558,144064191
2097152,2,1048576,2146808905,165,34,56190701,101240063
2097152,2,1048576,2147142855,110,23,74877185,119903539
2097152,2,1048576,2147571397,115,24,100387175,153876735
2097152,2,1048576,2147637838,155,32,121290595,186198116
2097152,2,1048576,2147891412,150,31,110219294,156250352
2097152,2,1048576,2147930672,110,23,58213861,103256102
2097152,2,1048576,2147994826,145,30,46561081,91623919
2097152,2,1048576,2149440213,145,30,46127154,91435951
2097152,2,1048576,2149703552,180,37,60092136,104925989
4194304,2,2097152,2145711953,110,23,119192173,208373195
4194304,2,2097152,2145886737,120,25,110649749,199265504
4194304,2,2097152,2146069839,125,26,98672469,187665564
4194304,2,2097152,2147405643,165,34,173469782,354202506
4194304,2,2097152,2147481715,80,17,295278232,476115890
4194304,2,2097152,2147496632,150,31,218706057,399528636
4194304,2,2097152,2147798181,175,36,214697311,303165197
4194304,2,2097152,2147903860,95,20,124018475,212363124
4194304,2,2097152,2148597761,75,16,130897900,220048071
4194304,2,2097152,2148832294,165,34,156297875,245206804
8388608,2,4194304,2146618382,155,32,244489271,422237093
8388608,2,4194304,2146658067,125,26,266468294,443252375
8388608,2,4194304,2146813263,160,33,287514002,464323873
8388608,2,4194304,2147490003,180,37,256023845,434369212
8388608,2,4194304,2147579375,170,35,423655658,599314153
8388608,2,4194304,2147587621,185,38,548224575,763583389
8388608,2,4194304,2147829603,120,25,258802851,434116450
8388608,2,4194304,2147993142,145,30,184110460,361283306
8388608,2,4194304,2148209067,145,30,484972779,824881226
8388608,2,4194304,2148222810,160,33,499963417,676801013
16777216,2,8388608,2146560696,145,30,999391176,1693543554
16777216,2,8388608,2146600296,150,31,455701444,885788843
16777216,2,8388608,2146778932,170,35,676300035,1028927708
16777216,2,8388608,2147112229,145,30,547344091,1172989107
16777216,2,8388608,2147256447,120,25,370905527,759665415
16777216,2,8388608,2147497955,170,35,1172888887,1851384468
16777216,2,8388608,2147645866,150,31,642292235,993977359
16777216,2,8388608,2147790353,130,27,498572936,850184737
16777216,2,8388608,2147807641,175,36,528445516,892579555
16777216,2,8388608,2148049576,165,34,606199546,956904383
33554432,2,16777216,2146547020,175,36,1814974125,2712742688
33554432,2,16777216,2146715380,190,39,1600109964,2412064552
33554432,2,16777216,2146985873,90,19,920197797,1622543772
33554432,2,16777216,2147081005,150,31,858577098,2044640749
33554432,2,16777216,2147333353,120,25,1706469199,3028047786
33554432,2,16777216,2147446129,170,35,969362384,1749632960
33554432,2,16777216,2147491291,200,41,884175983,1945991253
33554432,2,16777216,2147672287,165,34,1421519381,2278341719
33554432,2,16777216,2147679756,135,28,2071400847,3423271542
33554432,2,16777216,2147778540,180,37,1939213349,3341835125
67108864,2,33554432,2147186449,180,37,6213453356,8696841804
67108864,2,33554432,2147286035,175,36,1617548567,3015156449
67108864,2,33554432,2147331213,175,36,2896572326,5672059059
67108864,2,33554432,2147383197,160,33,1703375250,3361613216
67108864,2,33554432,2147396851,130,27,2296958419,4237488091
67108864,2,33554432,2147409732,160,33,3031606271,5814500154
67108864,2,33554432,2147519700,170,35,2852157380,4803411174
67108864,2,33554432,2147584275,170,35,3518323683,5657003749
