n,k,i,p,m,r,t,T
1024,16,1,2153501,900,13,78322737,78374701
1024,16,1,2329849,450,7,70549177,70601465
1024,16,1,2413861,600,9,72839099,72895966
1024,16,1,2915500,750,11,66632553,66694289
1024,16,1,2940293,675,10,79647488,79700599
1024,16,1,3568289,750,11,92475511,92523006
1024,16,1,4560516,825,12,63965716,64019785
1024,16,1,4761673,375,6,78373386,78427130
1024,16,1,4863915,375,6,71548221,71602555
1024,16,1,7475267,450,7,68800801,68855997
2048,16,1,163568,675,10,99164160,99214582
2048,16,1,1659535,750,11,73302098,73452849
2048,16,1,1663035,675,10,67229846,67287516
2048,16,1,1736391,675,10,84286000,84341841
2048,16,1,2227012,975,14,79252851,79308150
2048,16,1,3812865,450,7,71976111,72046193
2048,16,1,577421,600,9,63799336,63856141
2048,16,1,669846,525,8,75124503,75185444
2048,16,1,779357,450,7,77788599,77843569
2048,16,1,865240,525,8,76139066,76188842
4096,16,1,1008591,900,13,76733522,76792746
4096,16,1,118413,600,9,65907388,65965866
4096,16,1,119901,525,8,75431610,75490554
4096,16,1,161158,600,9,82237150,82340294
4096,16,1,212122,375,6,79085326,79138856
4096,16,1,228316,825,12,90318243,90399822
4096,16,1,312926,675,10,72523488,72582931
4096,16,1,605721,900,13,80662446,80723208
4096,16,1,76014,450,7,72187500,72246071
4096,16,1,878510,675,10,79163828,79224367
8192,16,1,1331912,675,10,89953862,90020362
8192,16,1,1364710,900,13,74763840,74831578
8192,16,1,273083,600,9,92043463,92101489
8192,16,1,316527,825,12,76882256,76948154
8192,16,1,355719,300,5,59324107,59383506
8192,16,1,670722,600,9,89410179,89468281
8192,16,1,9278,825,12,77360953,77426719
8192,16,1,94864,825,12,72819149,72887035
8192,16,1,970210,675,10,91554918,91614187
8192,16,1,984554,825,12,67549747,67615108
16384,16,1,166208,750,11,82424691,82516454
16384,16,1,168776,525,8,93077752,93165668
16384,16,1,244351,375,6,72742824,72830296
16384,16,1,25764,975,14,93084879,93166229
16384,16,1,287495,675,10,73017915,73173643
16384,16,1,316069,450,7,86241309,86321894
16384,16,1,32579,600,9,94353152,94431408
16384,16,1,408713,825,12,65645932,65735235
16384,16,1,69174,825,12,79842005,79931223
16384,16,1,9918,600,9,88574162,88667197
32768,16,1,165039,1350,19,63862666,63994766
32768,16,1,171217,975,14,79469874,79617613
32768,16,1,235396,675,10,80982307,81113574
32768,16,1,247047,450,7,84275517,84402936
32768,16,1,34607,1050,15,67637345,67772507
32768,16,1,50347,600,9,68746030,68871739
32768,16,1,52060,1050,15,76792423,76974490
32768,16,1,5390,900,13,85864580,85988316
32768,16,1,76248,1050,15,82267247,82399360
32768,16,1,91298,675,10,81333361,81458056
65536,16,1,135750,975,14,81442447,81656174
65536,16,1,165254,750,11,104979107,105197423
65536,16,1,188259,975,14,78180414,78396363
65536,16,1,24018,1650,23,66761774,67203948
65536,16,1,241126,1050,15,84491840,84707543
65536,16,1,24796,675,10,73040342,73248953
65536,16,1,33784,525,8,80591561,80808060
65536,16,1,50281,975,14,80067970,80286293
65536,16,1,68212,750,11,93079477,93297390
65536,16,1,82661,825,12,81807951,82018004
131072,16,1,133596,975,14,102401271,102803231
131072,16,1,17536,1200,17,71634128,72048080
131072,16,1,2253,1050,15,74619886,75054780
131072,16,1,22645,750,11,86251943,86650161
131072,16,1,28340,1500,21,97327189,97726506
131072,16,1,31099,900,13,68224664,68621375
131072,16,1,35766,1125,16,90754810,91154895
131072,16,1,3873,450,7,91749156,92154124
131072,16,1,40092,900,13,71910447,72345444
131072,16,1,40926,900,13,80637958,81034379
262144,16,1,10042,825,12,73182196,73918386
262144,16,1,13659,1050,15,86114190,86860515
262144,16,1,13931,1050,15,71802811,72539711
262144,16,1,15376,1350,19,77041943,78144643
262144,16,1,17026,900,13,96840917,97589734
262144,16,1,21240,1200,17,92156882,92900602
262144,16,1,310,1125,16,69259497,70000649
262144,16,1,39431,1050,15,80931550,81682871
262144,16,1,660,1425,20,82546022,83287026
262144,16,1,68453,975,14,70402473,71148049
524288,16,1,102,1425,20,75909120,77349802
524288,16,1,13110,825,12,76685856,78116641
524288,16,1,1588,1050,15,89912476,91381826
524288,16,1,3007,1125,16,69155077,70600735
524288,16,1,4088,1275,18,96606928,98046260
524288,16,1,4508,900,13,75884419,77343897
524288,16,1,5988,975,14,82280929,83738026
524288,16,1,6907,825,12,100445304,101888693
524288,16,1,905,1350,19,82085707,83561795
524288,16,1,982,1200,17,82302585,83763701
1048576,16,1,1110,975,14,81995443,84859674
1048576,16,1,1442,1350,19,86695167,89498635
1048576,16,1,1521,1350,19,78547112,81374574
1048576,16,1,2510,1425,20,76587326,79394919
1048576,16,1,407,1425,20,104590102,107386848
1048576,16,1,4397,675,10,95351645,98160583
1048576,16,1,52,1575,22,95908808,98769957
1048576,16,1,5380,825,12,90430035,93329274
1048576,16,1,687,825,12,72302840,75114863
1048576,16,1,866,1050,15,90639713,93457940
2097152,16,1,1516,1575,22,86855178,92444004
2097152,16,1,1837,825,12,83561934,89153348
2097152,16,1,2459,825,12,98346354,103965091
2097152,16,1,3333,1500,21,116635646,122219239
2097152,16,1,366,900,13,101211156,106879045
2097152,16,1,3783,825,12,89518374,94983358
2097152,16,1,4007,900,13,85405289,90941664
2097152,16,1,4091,1200,17,77532129,83561938
2097152,16,1,6135,975,14,83658718,89252280
2097152,16,1,726,1125,16,80636067,86147132
4194304,16,1,1400,1125,16,112979411,123954684
4194304,16,1,149,750,11,100623563,111746377
4194304,16,1,2080,1275,18,112804039,123979812
4194304,16,1,369,1800,25,102903831,113797451
4194304,16,1,71,1350,19,86250709,97400902
4194304,16,1,838,900,13,102852155,113886983
4194304,16,1,85,1425,20,108461596,119484264
4194304,16,1,92,1425,20,84857196,95961335
4194304,16,1,941,975,14,98741874,109841314
4194304,16,1,963,900,13,89332297,100359473
8388608,16,1,162,900,13,95435292,117950605
8388608,16,1,212,1050,15,90883516,113487343
8388608,16,1,216,1125,16,105456275,128053108
8388608,16,1,363,1575,22,125560384,148389845
8388608,16,1,46,1275,18,115520859,138292881
8388608,16,1,46,1800,25,140907007,164895554
8388608,16,1,479,1125,16,102374112,124999569
8388608,16,1,590,1350,19,104287876,126883643
8388608,16,1,64,1275,18,120952889,143600635
8388608,16,1,845,1275,18,137231613,159888763
16777216,16,1,115,1425,20,109458045,154061638
16777216,16,1,225,975,14,142742735,187503012
16777216,16,1,23,1575,22,129897524,174310089
16777216,16,1,245,1500,21,127769863,171987349
16777216,16,1,264,1200,17,124422568,169110047
16777216,16,1,272,900,13,140187059,186840454
16777216,16,1,285,1050,15,120036319,165006058
16777216,16,1,323,1125,16,129761466,174234789
16777216,16,1,465,1425,20,159841223,204262337
16777216,16,1,50,1425,20,130572261,175399487
33554432,16,1,10,1050,15,162215234,250182567
33554432,16,1,102,900,13,138721932,226451788
33554432,16,1,11,1725,24,157748554,247406616
33554432,16,1,163,1125,16,145526371,233970967
33554432,16,1,19,1050,15,142714232,230986315
33554432,16,1,211,1050,15,171955906,259679422
33554432,16,1,22,2700,37,220124737,308574822
33554432,16,1,269,1500,21,160303540,247789473
33554432,16,1,32,975,14,162961819,251391448
33554432,16,1,8,1125,16,220400785,308416536
67108864,16,1,10,1425,20,245843439,421417155
67108864,16,1,11,1950,27,286699755,461002191
67108864,16,1,123,450,7,203361851,378191054
67108864,16,1,24,1200,17,227954110,404883654
67108864,16,1,35,1575,22,340886719,516923778
67108864,16,1,37,825,12,214869481,391561554
67108864,16,1,41,975,14,202988264,379501933
67108864,16,1,45,1275,18,285247330,460687290
67108864,16,1,55,1200,17,301231447,477396485
67108864,16,1,85,1425,20,201249700,375846369
134217728,16,1,12,1650,23,420932024,770993632
134217728,16,1,136,2175,30,604006549,956001179
134217728,16,1,14,1275,18,362565069,712891893
134217728,16,1,156,1050,15,283860440,632420344
134217728,16,1,2,1575,22,465210633,815993978
134217728,16,1,4,1425,20,394941493,745503411
134217728,16,1,48,1650,23,334268023,683530694
134217728,16,1,5,750,11,381914981,730784530
134217728,16,1,6,1350,19,326269376,674979276
134217728,16,1,62,1575,22,301841138,652344480
268435456,16,1,0,2025,28,1447232074,2144459501
268435456,16,1,10,1950,27,742950879,1441592534
268435456,16,1,2,1125,16,598172413,1292764679
268435456,16,1,21,1650,23,729416511,1427255001
268435456,16,1,2,1575,22,861928683,1559925836
268435456,16,1,25,1950,27,1104660456,1800359787
268435456,16,1,40,1200,17,967652991,1664962397
268435456,16,1,4,1425,20,766898630,1459971859
268435456,16,1,44,1425,20,831678022,1530228072
268435456,16,1,6,1500,21,643106543,1337267206
