n,k,i,p,m,r,t,T
1024,8,1,1043785,315,10,60001113,60063523
1024,8,1,1845572,350,11,61133999,61205225
1024,8,1,2014262,175,6,51555251,51625936
1024,8,1,2964943,140,5,63756544,63828651
1024,8,1,3082736,280,9,56197726,56316293
1024,8,1,3246656,280,9,103154844,103220888
1024,8,1,471126,140,5,85546107,85611046
1024,8,1,4871770,280,9,53628651,53785647
1024,8,1,488041,210,7,54891914,55008122
1024,8,1,9488680,385,12,58665735,58735481
2048,8,1,1070512,245,8,57789960,57858502
2048,8,1,1345969,210,7,54339041,54412939
2048,8,1,1487658,280,9,63466157,63542135
2048,8,1,2609588,280,9,70233279,70357808
2048,8,1,3398110,245,8,69533422,69656983
2048,8,1,589230,245,8,73309311,73377426
2048,8,1,777247,385,12,76907344,76970550
2048,8,1,786771,175,6,52686672,52787089
2048,8,1,9078007,315,10,64236891,64303369
2048,8,1,990586,385,12,56605633,56681509
4096,8,1,1117458,280,9,59585905,59659882
4096,8,1,1664435,315,10,68937042,69023259
4096,8,1,2063801,210,7,59870870,59947489
4096,8,1,214597,420,13,81611005,81688126
4096,8,1,2893702,245,8,54855111,54938129
4096,8,1,3167114,280,9,54424502,54499242
4096,8,1,33064,525,16,67074497,67154510
4096,8,1,437567,385,12,68373248,68453478
4096,8,1,624935,245,8,67897757,68082290
4096,8,1,761720,420,13,58215546,58295578
8192,8,1,1170344,280,9,57998141,58091279
8192,8,1,137891,490,15,63095703,63193007
8192,8,1,200479,210,7,55895947,55998717
8192,8,1,290176,385,12,70923124,71020910
8192,8,1,337475,490,15,64015924,64113175
8192,8,1,363885,350,11,52029471,52132703
8192,8,1,435016,245,8,79945432,80044150
8192,8,1,448342,385,12,69045707,69142914
8192,8,1,45013,350,11,71905286,72002192
8192,8,1,604254,385,12,84251162,84346653
16384,8,1,107964,280,9,56887945,57029942
16384,8,1,108852,490,15,59965383,60104670
16384,8,1,170685,175,6,69081336,69222454
16384,8,1,185416,560,17,88172761,88311060
16384,8,1,243850,420,13,77942074,78079442
16384,8,1,267741,350,11,56970982,57238283
16384,8,1,419346,280,9,57741725,58017355
16384,8,1,55622,280,9,71698076,71971476
16384,8,1,639521,245,8,55837026,56215025
16384,8,1,77857,350,11,84207968,84348742
32768,8,1,141784,455,14,53160959,53388573
32768,8,1,151757,490,15,65009866,65264494
32768,8,1,222223,280,9,53206012,53432834
32768,8,1,23,455,14,56727691,56969516
32768,8,1,362514,350,11,52498992,52735744
32768,8,1,463959,140,5,55347101,55717829
32768,8,1,63935,420,13,61750336,62192454
32768,8,1,7947,350,11,71024945,71249753
32768,8,1,87974,525,16,68697189,68920176
32768,8,1,9009,385,12,83359608,83585934
65536,8,1,10612,350,11,69404883,69819388
65536,8,1,115739,420,13,92729648,93127113
65536,8,1,206764,560,17,58063513,58472164
65536,8,1,23272,385,12,82087081,82484229
65536,8,1,25658,455,14,60579685,61302934
65536,8,1,29735,630,19,85040151,85442824
65536,8,1,38692,420,13,100017445,100442152
65536,8,1,46370,245,8,78172626,78603465
65536,8,1,7264,350,11,55655851,56067706
65536,8,1,74031,315,10,68516944,68925685
131072,8,1,197,630,19,53525707,54273077
131072,8,1,26661,420,13,55105379,55856516
131072,8,1,3941,560,17,53718706,54469473
131072,8,1,49550,525,16,52790226,53537802
131072,8,1,50840,315,10,87775982,88564432
131072,8,1,50959,350,11,58451406,59189244
131072,8,1,54123,385,12,53051637,53807293
131072,8,1,6684,665,20,73783338,74518613
131072,8,1,69010,350,11,66217388,66968694
131072,8,1,69127,455,14,60162485,60937956
262144,8,1,10672,490,15,57931183,59377878
262144,8,1,1383,455,14,69871499,71337818
262144,8,1,1648,420,13,59998489,61456763
262144,8,1,24456,595,18,89340745,90795734
262144,8,1,4212,630,19,64587159,66015805
262144,8,1,56928,385,12,55188145,56653851
262144,8,1,6726,315,10,55213868,56673029
262144,8,1,897,525,16,55992967,58037202
262144,8,1,8981,350,11,85545348,86989212
262144,8,1,981,525,16,65261014,66712105
524288,8,1,10247,665,20,87004648,89810123
524288,8,1,10771,525,16,73485436,76270384
524288,8,1,1184,595,18,67917386,70717201
524288,8,1,1390,385,12,65756569,68551719
524288,8,1,18498,525,16,62345934,65150359
524288,8,1,2521,525,16,64828840,67663760
524288,8,1,2856,490,15,54738416,58042447
524288,8,1,3068,455,14,59060302,62396731
524288,8,1,5341,665,20,64222298,67025084
524288,8,1,815,455,14,59092479,61884061
1048576,8,1,10187,630,19,73778621,79638667
1048576,8,1,106,525,16,79921078,85459910
1048576,8,1,11425,595,18,77185919,82622246
1048576,8,1,1334,490,15,66105739,71631217
1048576,8,1,154,490,15,58268444,63775274
1048576,8,1,2315,490,15,60858255,66447870
1048576,8,1,5918,455,14,62236934,67725248
1048576,8,1,6,595,18,64382220,69896985
1048576,8,1,6820,665,20,56823141,62914568
1048576,8,1,831,525,16,102233891,107778681
2097152,8,1,1176,630,19,89877737,100857635
2097152,8,1,1683,560,17,67969152,79520140
2097152,8,1,181,385,12,65058451,76065229
2097152,8,1,1837,385,12,65583330,76562867
2097152,8,1,2213,490,15,87097546,98159181
2097152,8,1,231,525,16,88015135,98996721
2097152,8,1,3197,455,14,74693313,85715510
2097152,8,1,324,315,10,66611927,77566590
2097152,8,1,3382,595,18,74864491,85803723
