n,k,i,p,m,r,t,T
1024,16,512,2064029681,1275,18,101828818,101895667
1024,16,512,2068120359,600,9,66260670,66340666
1024,16,512,2110755982,825,12,67857506,67940744
1024,16,512,2131109678,975,14,70129416,70198458
1024,16,512,2131811725,1050,15,76728361,76795766
1024,16,512,2151112314,1050,15,85145201,85216819
1024,16,512,2166999110,1125,16,91203444,91270995
1024,16,512,2167589042,750,11,75026674,75098990
1024,16,512,2174377085,1350,19,75356240,75420153
1024,16,512,2183990094,1275,18,72220754,72291250
2048,16,1024,2105413446,825,12,94665667,94735810
2048,16,1024,2112844610,1275,18,76254618,76321895
2048,16,1024,2115251863,750,11,75735178,75802110
2048,16,1024,2141132253,1200,17,94394679,94464556
2048,16,1024,2146829949,1800,25,84161784,84220096
2048,16,1024,2154666074,900,13,79762336,79832472
2048,16,1024,2170652439,675,10,79984437,80053711
2048,16,1024,2173097653,975,14,75840918,75911757
2048,16,1024,2173334722,975,14,68521227,68599751
2048,16,1024,2201802865,825,12,81524679,81592319
4096,16,2048,2107252188,975,14,73044600,73186053
4096,16,2048,2109283159,1500,21,81751246,81814772
4096,16,2048,2118854911,1200,17,75014488,75153118
4096,16,2048,2136471095,1350,19,73905787,73973928
4096,16,2048,2147747381,1275,18,81893313,81965656
4096,16,2048,2151560546,1125,16,85667927,85745016
4096,16,2048,2154271113,1200,17,72237675,72314705
4096,16,2048,2160762909,1200,17,79895396,79975998
4096,16,2048,2223208175,1500,21,92572750,92642289
4096,16,2048,2235453146,1425,20,83867363,83935347
8192,16,4096,2127876820,1125,16,100453220,100523639
8192,16,4096,2135309248,1425,20,71464109,71540893
8192,16,4096,2139996894,1500,21,72901318,72980610
8192,16,4096,2167392822,975,14,79892274,79974398
8192,16,4096,2172508851,1350,19,85675532,85800591
8192,16,4096,2172604235,1200,17,84161301,84244345
8192,16,4096,2182807299,1050,15,79469101,79545577
8192,16,4096,2184826286,1050,15,92405201,92483286
8192,16,4096,2193866686,1200,17,76717873,76791110
8192,16,4096,2195867597,1650,23,82321715,82426932
16384,16,8192,2121221020,1725,24,81108805,81205905
16384,16,8192,2122833153,1125,16,73893638,73993260
16384,16,8192,2131286891,1425,20,65836782,65942630
16384,16,8192,2139025769,1350,19,92738317,92884651
16384,16,8192,2156794313,1425,20,66404514,66506564
16384,16,8192,2160620085,1050,15,79086072,79183089
16384,16,8192,2165679625,1575,22,73994684,74094109
16384,16,8192,2168369392,750,11,80581209,80687026
16384,16,8192,2169652814,1200,17,74531692,74637714
16384,16,8192,2182736871,825,12,74314653,74414052
32768,16,16384,2125840536,1200,17,73980387,74124307
32768,16,16384,2126652484,1425,20,69499271,69642196
32768,16,16384,2135308237,1575,22,76884850,77034320
32768,16,16384,2142009880,1125,16,67557198,67771481
32768,16,16384,2143508214,1050,15,73346906,73483820
32768,16,16384,2144940855,1425,20,84717294,84859053
32768,16,16384,2145307578,1125,16,94208545,94357038
32768,16,16384,2150268806,1350,19,123433372,123567833
32768,16,16384,2151349581,1800,25,81162879,81313840
32768,16,16384,2154408697,1200,17,96989801,97128315
65536,16,32768,2131141124,1425,20,93529472,93757380
65536,16,32768,2134508641,1125,16,80152635,80378885
65536,16,32768,2135225483,1575,22,85728768,85956696
65536,16,32768,2141691575,2100,29,96777180,97005850
65536,16,32768,2142693554,1875,26,78919860,79147973
65536,16,32768,2142732381,2100,29,81726840,81982940
65536,16,32768,2144142831,1650,23,94634295,94864678
65536,16,32768,2154519667,1725,24,75201734,75425242
65536,16,32768,2157313183,1425,20,80462033,80691197
65536,16,32768,2159224727,1425,20,73098185,73324170
131072,16,65536,2137141440,1650,23,70644683,71055105
131072,16,65536,2140331958,975,14,82153872,82893309
131072,16,65536,2140626156,1800,25,84945900,85365299
131072,16,65536,2141364142,1125,16,72481989,72898264
131072,16,65536,2142169830,1875,26,77180563,77662330
131072,16,65536,2145818529,1275,18,81512789,81942883
131072,16,65536,2147155502,2100,29,72290628,72700229
131072,16,65536,2148670384,1650,23,81674310,82105738
131072,16,65536,2149290181,2325,32,72898863,73313330
131072,16,65536,2151969409,1425,20,67572552,67975212
262144,16,131072,2137507032,2175,30,90503672,91363053
262144,16,131072,2138647491,1950,27,74603244,75382761
262144,16,131072,2143754295,1650,23,92673520,93407956
262144,16,131072,2144341524,1650,23,66070918,66837925
262144,16,131072,2144528684,1800,25,68140387,68968539
262144,16,131072,2145053154,1725,24,81425453,82181171
262144,16,131072,2147678764,2175,30,77498027,78233945
262144,16,131072,2150353909,2025,28,80634970,81371734
262144,16,131072,2151067423,1425,20,70563979,71307065
262144,16,131072,2155165682,2100,29,76427858,77177299
524288,16,262144,2138138581,1500,21,90369091,91807426
524288,16,262144,2141678459,2250,31,79104013,80554166
524288,16,262144,2147008957,2100,29,78697454,80098678
524288,16,262144,2147465723,1500,21,85806786,87245262
524288,16,262144,2148906703,2250,31,94170931,95611329
524288,16,262144,2148918274,1950,27,94947276,96431025
524288,16,262144,2149038392,1425,20,84756456,86616438
524288,16,262144,2149721041,1500,21,70895401,72362268
524288,16,262144,2150196976,1800,25,78459879,79898702
524288,16,262144,2151869721,1575,22,76749061,78189503
1048576,16,524288,2145796826,2025,28,104369362,107194839
1048576,16,524288,2146032988,2100,29,97610183,100368486
1048576,16,524288,2147347399,1800,25,85781513,88574997
