n,k,i,p,m,r,t,T
2097152,2,1,189,90,19,53952265,112042443
2097152,2,1,327,55,12,57452715,122247321
2097152,2,1,371,90,19,134678036,181162586
2097152,2,1,451,55,12,134900489,181380160
2097152,2,1,4827,85,18,58126754,102985833
2097152,2,1,568,70,15,637466877,703494790
2097152,2,1,748,45,10,63921291,128632925
2097152,2,1,899,80,17,44534902,98323544
4194304,2,1,1015,50,11,41107689,129706198
4194304,2,1,1682,70,15,100200985,188949805
4194304,2,1,189,95,20,108550850,197395844
4194304,2,1,242,115,24,160235265,340420825
4194304,2,1,2588,95,20,83480442,171934372
4194304,2,1,3292,95,20,251206701,339407698
4194304,2,1,3688,70,15,94964671,182973719
4194304,2,1,462,85,18,88754906,260803506
4194304,2,1,495,75,16,248731061,340957043
4194304,2,1,846,85,18,101268263,189725553
8388608,2,1,1278,65,14,80946754,257129696
8388608,2,1,152,40,9,77921433,253594456
8388608,2,1,1595,55,12,271819070,611074239
8388608,2,1,238,115,24,475013234,799817972
8388608,2,1,333,85,18,445669204,784958118
8388608,2,1,4,85,18,230172509,568924609
8388608,2,1,517,105,22,493454332,672125174
8388608,2,1,673,95,20,507876368,683725048
8388608,2,1,839,50,11,183332517,359300001
8388608,2,1,902,85,18,421340806,759792694
16777216,2,1,114,110,23,811002106,1502792462
16777216,2,1,293,75,16,634631051,1306247624
16777216,2,1,34,65,14,443779354,1136298847
16777216,2,1,352,80,17,676825897,1058208836
16777216,2,1,444,75,16,362564701,714217969
16777216,2,1,51,80,17,371280330,760533800
16777216,2,1,65,80,17,783902651,1132990185
16777216,2,1,70,100,21,530115291,879769204
16777216,2,1,7,120,25,570129859,1262997190
16777216,2,1,99,80,17,420674382,767978009
33554432,2,1,146,60,13,698780860,2062024050
33554432,2,1,208,85,18,627846509,1337476331
33554432,2,1,209,100,21,802612839,1567131152
33554432,2,1,356,80,17,741824537,1508457417
33554432,2,1,437,55,12,1096353733,2448979503
33554432,2,1,64,100,21,1021485190,2404355375
33554432,2,1,64,85,18,1416178163,2774589432
33554432,2,1,73,85,18,409369580,1244601182
33554432,2,1,74,60,13,868607727,1595966296
33554432,2,1,95,80,17,549240712,1269501680
67108864,2,1,109,65,14,800705592,3296331399
67108864,2,1,120,75,16,2588065923,5352810025
67108864,2,1,12,110,23,1691050891,3217249022
67108864,2,1,18,85,18,1956175313,3821455345
67108864,2,1,21,90,19,811261351,3036480541
67108864,2,1,25,130,27,3338099185,6106487388
67108864,2,1,57,85,18,1360909688,2827309233
67108864,2,1,61,90,19,2869838268,5639266718
67108864,2,1,6,70,15,1298361826,2816852151
67108864,2,1,84,75,16,1743686062,4104938335
134217728,2,1,1,100,21,2692687442,5951619918
134217728,2,1,12,120,25,3787464072,7212319077
134217728,2,1,12,85,18,3155829493,8714255333
134217728,2,1,24,70,15,3659833920,8437001440
134217728,2,1,26,125,26,4758767431,9490251315
134217728,2,1,28,125,26,3452022777,7330081762
134217728,2,1,49,130,27,3225146215,6016601642
134217728,2,1,5,120,25,4356472945,9902686006
134217728,2,1,62,85,18,4022412657,9529484680
134217728,2,1,6,75,16,1892191512,4699926220
268435456,2,1,10,105,22,5849000790,11439976463
268435456,2,1,16,95,20,5051649254,10641946905
268435456,2,1,20,90,19,4025364737,9604221704
268435456,2,1,21,110,23,2969055589,8562723658
268435456,2,1,6,120,25,5730390392,16037485426
268435456,2,1,6,75,16,5187134747,15323117630
268435456,2,1,7,90,19,4502902983,10097221822
268435456,2,1,8,85,18,10175221609,20479355485
268435456,2,1,8,90,19,11616375864,21823420018
268435456,2,1,9,80,17,6639712061,16922138697
