n,k,i,p,m,r,t,T
1024,1,1024,4282680751,0,8,66641,192582
1024,1,1024,4287221067,0,11,71347,171043
1024,1,1024,4288943293,0,7,59831,178703
1024,1,1024,4289213383,0,6,69678,173129
1024,1,1024,4289961896,0,11,100755,226603
1024,1,1024,4291720949,0,7,52794,167016
1024,1,1024,4292491410,0,5,55737,166859
1024,1,1024,4294625671,0,6,59015,189517
1024,1,1024,4294901246,0,7,49000,147611
1024,1,1024,4294924787,0,8,66370,191938
2048,1,2048,4281758458,0,7,89885,252379
2048,1,2048,4289311932,0,7,89738,240823
2048,1,2048,4290452410,0,12,117833,274076
2048,1,2048,4291405815,0,13,119897,277936
2048,1,2048,4293012305,0,10,87846,267013
2048,1,2048,4293638182,0,6,80895,250155
2048,1,2048,4294026565,0,7,69497,216999
2048,1,2048,4294233091,0,7,93279,245825
2048,1,2048,4294275455,0,14,107189,265577
2048,1,2048,4294626079,0,11,116120,265124
4096,1,4096,4292560606,0,18,302300,528002
4096,1,4096,4293297989,0,10,186254,423697
4096,1,4096,4293628034,0,10,160858,404865
4096,1,4096,4294373918,0,10,167269,415762
4096,1,4096,4294402216,0,10,108869,349886
4096,1,4096,4294466422,0,7,137276,387289
4096,1,4096,4294518646,0,7,114547,355062
4096,1,4096,4294541736,0,10,109034,370616
4096,1,4096,4294581224,0,12,178419,435651
4096,1,4096,4294629822,0,10,186546,434605
8192,1,8192,4293761309,0,11,211716,626364
8192,1,8192,4294485733,0,12,386512,827229
8192,1,8192,4294617665,0,8,330356,779313
8192,1,8192,4294687429,0,9,341609,772309
8192,1,8192,4294691100,0,9,308268,744562
8192,1,8192,4294692590,0,6,313213,725751
8192,1,8192,4294742166,0,12,196477,620347
8192,1,8192,4294764487,0,12,335582,787981
8192,1,8192,4294796238,0,9,315677,727324
8192,1,8192,4294966087,0,9,299106,748968
16384,1,16384,4293890829,0,13,694452,1516352
16384,1,16384,4294487174,0,18,826529,1611934
16384,1,16384,4294601690,0,12,805318,1555305
16384,1,16384,4294614020,0,12,901599,1656346
16384,1,16384,4294651722,0,16,490378,1245738
16384,1,16384,4294790231,0,8,707771,1456263
16384,1,16384,4294791983,0,10,399236,1226519
16384,1,16384,4294803017,0,15,1184342,1941792
16384,1,16384,4294807209,0,10,521395,1298890
16384,1,16384,4294882353,0,11,840191,1593921
32768,1,32768,4294585078,0,17,1148109,2643476
32768,1,32768,4294633466,0,12,1039047,2489944
32768,1,32768,4294723911,0,15,1129882,2545798
32768,1,32768,4294732805,0,17,1875205,3303073
32768,1,32768,4294740281,0,20,1887187,3718002
32768,1,32768,4294762178,0,9,922580,2358303
32768,1,32768,4294806215,0,8,522794,2024003
