n,k,i,p,m,r,t,T
1024,8,1024,4284427221,210,7,64994521,65059593
1024,8,1024,4285474919,350,11,74548313,74617547
1024,8,1024,4287618890,70,3,56721496,56792113
1024,8,1024,4288776133,315,10,58018475,58077621
1024,8,1024,4289424369,140,5,73622978,73694298
1024,8,1024,4292388929,175,6,55710539,55786580
1024,8,1024,4292548956,420,13,55966464,56038623
1024,8,1024,4294184754,210,7,55165251,55237475
1024,8,1024,4294630015,175,6,51389445,51460273
1024,8,1024,4294818121,315,10,49866792,49935838
2048,8,2048,4292368558,315,10,68427132,68501603
2048,8,2048,4292914304,385,12,66530046,66609594
2048,8,2048,4293248667,280,9,74119467,74199655
2048,8,2048,4293892073,315,10,59312061,59386814
2048,8,2048,4294111408,210,7,72547125,72614399
2048,8,2048,4294229479,420,13,56637452,56726377
2048,8,2048,4294250107,280,9,59691639,59758832
2048,8,2048,4294289928,350,11,53744677,53823096
2048,8,2048,4294452531,210,7,78145418,78217427
2048,8,2048,4294919925,315,10,70332249,70396641
4096,8,4096,4291820360,455,14,68359946,68435180
4096,8,4096,4293473409,175,6,57464483,57540351
4096,8,4096,4293649594,245,8,59596893,59698129
4096,8,4096,4294155696,385,12,50763690,50833910
4096,8,4096,4294518444,315,10,86879585,86955329
4096,8,4096,4294623152,210,7,51942071,52013608
4096,8,4096,4294726539,560,17,58287325,58361043
4096,8,4096,4294888317,350,11,81997566,82066366
4096,8,4096,4294890867,455,14,81934123,82002964
4096,8,4096,4294906867,385,12,54170694,54356441
8192,8,8192,4292376358,455,14,54808358,54905016
8192,8,8192,4292452322,245,8,55412269,55511110
8192,8,8192,4293443015,525,16,57126361,57224700
8192,8,8192,4293797804,560,17,57515276,57621298
8192,8,8192,4293885349,350,11,69765052,69857522
8192,8,8192,4294093330,350,11,59459704,59558656
8192,8,8192,4294383096,315,10,53365708,53620590
8192,8,8192,4294582028,350,11,68535620,68663815
8192,8,8192,4294674646,210,7,66951219,67046939
8192,8,8192,4294803819,350,11,68083710,68224330
16384,8,16384,4294424276,455,14,56740591,56884541
16384,8,16384,4294466069,280,9,55399464,55549498
16384,8,16384,4294476305,245,8,59948149,60093160
16384,8,16384,4294490159,245,8,50924711,51085921
16384,8,16384,4294787164,245,8,64888440,65038410
16384,8,16384,4294835327,175,6,54767449,54908153
16384,8,16384,4294905458,280,9,52940002,53081535
16384,8,16384,4294929732,455,14,89211038,89345198
16384,8,16384,4294931587,490,15,72464981,72601619
16384,8,16384,4294938864,140,5,71428217,71577952
32768,8,32768,4294665961,350,11,61430528,61663220
32768,8,32768,4294722323,315,10,55668971,56006786
32768,8,32768,4294726204,455,14,70463366,70680004
32768,8,32768,4294744053,350,11,57954079,58583378
32768,8,32768,4294785796,105,4,64709847,64935593
32768,8,32768,4294872169,175,6,94918582,95171501
32768,8,32768,4294917310,455,14,78488210,78716999
