n,k,i,p,m,r,t,T
1024,16,1024,4274971085,450,7,57127551,57194917
1024,16,1024,4284487635,600,9,67594696,67658399
1024,16,1024,4288907957,975,14,81113809,81179366
1024,16,1024,4292139862,525,8,80519038,80578550
1024,16,1024,4292869258,1050,15,79216850,79285388
1024,16,1024,4293037233,750,11,77864704,77937278
1024,16,1024,4293461329,675,10,67688106,67751060
1024,16,1024,4294356345,525,8,88458113,88520881
1024,16,1024,4294695519,600,9,75138854,75205175
1024,16,1024,4294729409,600,9,92687085,92753573
2048,16,2048,4285199784,600,9,74829081,74905327
2048,16,2048,4288429980,825,12,83700986,83764519
2048,16,2048,4291859521,525,8,81627081,81687132
2048,16,2048,4292638686,450,7,77814465,77885198
2048,16,2048,4292701486,975,14,80098524,80159208
2048,16,2048,4293794989,675,10,82215210,82276519
2048,16,2048,4294476655,900,13,80844379,80912396
2048,16,2048,4294552889,825,12,92277679,92339021
2048,16,2048,4294835105,675,10,92559258,92620321
2048,16,2048,4294840925,525,8,67808771,67930549
4096,16,4096,4293016465,825,12,80809730,80883848
4096,16,4096,4293042599,750,11,79456236,79530284
4096,16,4096,4293868845,900,13,103360992,103433100
4096,16,4096,4293912710,600,9,75180523,75270728
4096,16,4096,4294087019,675,10,80080501,80150927
4096,16,4096,4294183571,825,12,67227369,67297104
4096,16,4096,4294635347,300,5,84203554,84279665
4096,16,4096,4294727210,525,8,68335248,68414065
4096,16,4096,4294911735,750,11,102571691,102667165
4096,16,4096,4294928263,525,8,70251772,70321287
8192,16,8192,4293401995,375,6,71520228,71605225
8192,16,8192,4293630278,825,12,83478458,83556422
8192,16,8192,4294156331,825,12,88847998,88917969
8192,16,8192,4294161313,525,8,82370238,82450318
8192,16,8192,4294236027,675,10,73628480,73704772
8192,16,8192,4294393560,675,10,75100040,75174391
8192,16,8192,4294408577,750,11,84756035,84840860
8192,16,8192,4294652702,750,11,70722579,70800296
8192,16,8192,4294706082,525,8,64187075,64269295
8192,16,8192,4294930174,900,13,81837927,81924554
16384,16,16384,4294044195,675,10,69500905,69603009
16384,16,16384,4294137316,1200,17,80779552,80891014
16384,16,16384,4294215154,750,11,84420841,84517004
16384,16,16384,4294543930,450,7,86472930,86572190
16384,16,16384,4294712110,900,13,80861632,80960075
16384,16,16384,4294738221,675,10,94664380,94767123
16384,16,16384,4294776270,750,11,83082927,83175225
16384,16,16384,4294795681,675,10,99544880,99637503
16384,16,16384,4294801275,675,10,84254564,84353406
16384,16,16384,4294843157,825,12,89698045,89796010
32768,16,32768,4294601168,675,10,74520330,74665329
32768,16,32768,4294625808,1125,16,80948914,81104201
32768,16,32768,4294786904,675,10,83068512,83215041
32768,16,32768,4294818645,675,10,104471186,104620013
32768,16,32768,4294829304,1125,16,77056582,77233727
32768,16,32768,4294838699,825,12,80379334,80522665
32768,16,32768,4294838993,975,14,75536208,75685208
32768,16,32768,4294840265,600,9,82142926,82294990
32768,16,32768,4294894213,975,14,90398791,90663907
32768,16,32768,4294934822,1125,16,74447689,74610310
65536,16,65536,4294704091,1125,16,82268953,82489130
65536,16,65536,4294853853,975,14,69468566,69842080
65536,16,65536,4294887504,675,10,75823025,76050580
65536,16,65536,4294889383,600,9,83347304,83588768
65536,16,65536,4294916750,1125,16,79952571,80173482
65536,16,65536,4294926239,900,13,75447842,75749000
65536,16,65536,4294926461,975,14,71035924,71259909
65536,16,65536,4294948341,600,9,79922516,80152835
65536,16,65536,4294957193,975,14,74578453,74806589
65536,16,65536,4294961123,825,12,84158589,84379810
131072,16,131072,4294875322,975,14,71433166,71853701
131072,16,131072,4294919113,825,12,69383348,69811733
131072,16,131072,4294923858,600,9,73851736,74261747
131072,16,131072,4294930676,1200,17,59476306,59881384
131072,16,131072,4294934741,1050,15,93319546,93725032
131072,16,131072,4294954798,900,13,73820408,74226093
131072,16,131072,4294955319,675,10,85448222,85857492
131072,16,131072,4294961063,900,13,80114371,80521169
131072,16,131072,4294962256,675,10,73288898,73696866
131072,16,131072,4294966517,750,11,87386946,87796821
262144,16,262144,4294908952,1350,19,86638955,87417270
262144,16,262144,4294941383,1125,16,81612961,82377781
262144,16,262144,4294951097,1050,15,72200020,72932931
262144,16,262144,4294951993,825,12,81111287,81878213
262144,16,262144,4294952925,1200,17,69373173,70149567
262144,16,262144,4294956678,1050,15,77402565,78151873
262144,16,262144,4294959442,1050,15,79419091,80172334
262144,16,262144,4294963413,900,13,73337000,74128967
262144,16,262144,4294965996,825,12,83405683,84215964
262144,16,262144,4294966057,975,14,66948644,67688528
524288,16,524288,4294946266,1350,19,75288007,76720541
524288,16,524288,4294953415,900,13,94405024,95846182
524288,16,524288,4294956617,1425,20,84645079,86073539
524288,16,524288,4294957594,1050,15,73043518,74479447
524288,16,524288,4294958899,600,9,84020896,85492850
524288,16,524288,4294962090,1575,22,78759991,80208508
524288,16,524288,4294964578,1050,15,85717543,87193664
524288,16,524288,4294966120,1350,19,67702605,69138990
524288,16,524288,4294966993,1275,18,87248043,88695689
524288,16,524288,4294967117,975,14,71486272,72928211
1048576,16,1048576,4294956098,975,14,90357603,93170132
1048576,16,1048576,4294957039,1350,19,90949192,93776805
1048576,16,1048576,4294960213,1425,20,70951558,73752694
1048576,16,1048576,4294961433,900,13,94328212,97197813
1048576,16,1048576,4294961452,1275,18,73247987,76089262
1048576,16,1048576,4294962928,1050,15,83083940,85904100
1048576,16,1048576,4294963748,1050,15,94056088,96870777
1048576,16,1048576,4294965905,1275,18,81405542,84274442
1048576,16,1048576,4294965944,1500,21,91372817,94190465
1048576,16,1048576,4294966327,1050,15,85619426,88530798
2097152,16,2097152,4294961303,1275,18,73286493,78836786
2097152,16,2097152,4294962518,1050,15,83599995,89001072
2097152,16,2097152,4294963968,900,13,88319581,93855360
2097152,16,2097152,4294965087,1350,19,95181375,100702063
2097152,16,2097152,4294965452,675,10,69130467,74658443
2097152,16,2097152,4294966601,900,13,120905660,126461030
2097152,16,2097152,4294966625,900,13,99867502,105380187
2097152,16,2097152,4294966686,1050,15,85842124,91356486
2097152,16,2097152,4294966713,1350,19,71490718,77080818
2097152,16,2097152,4294967162,1500,21,88980893,94511804
4194304,16,4194304,4294962421,900,13,81035984,92048461
4194304,16,4194304,4294965001,1275,18,91979477,103725645
4194304,16,4194304,4294965454,1575,22,91633881,102563029
4194304,16,4194304,4294965549,1500,21,106269111,117166508
4194304,16,4194304,4294966118,1350,19,94722830,105745160
4194304,16,4194304,4294966194,1050,15,94237653,105248228
4194304,16,4194304,4294966477,1425,20,84829844,95845549
4194304,16,4194304,4294966501,1425,20,78396197,89402729
4194304,16,4194304,4294966772,1125,16,121651694,132965519
4194304,16,4194304,4294967145,825,12,129032298,140024336
8388608,16,8388608,4294966443,1350,19,126218033,148509435
8388608,16,8388608,4294966943,825,12,91423039,113772445
8388608,16,8388608,4294967013,1200,17,118898713,141617385
8388608,16,8388608,4294967040,1350,19,131894290,154168231
8388608,16,8388608,4294967090,750,11,115739760,138064607
8388608,16,8388608,4294967101,1350,19,96847549,119059099
8388608,16,8388608,4294967127,1500,21,142285234,165690978
8388608,16,8388608,4294967177,900,13,95058855,117362315
8388608,16,8388608,4294967268,1050,15,119459503,142560920
8388608,16,8388608,4294967294,1125,16,98462260,121913708
16777216,16,16777216,4294966922,1575,22,120895802,165256940
16777216,16,16777216,4294967027,1575,22,110384153,154681865
16777216,16,16777216,4294967068,1350,19,148762381,192937695
16777216,16,16777216,4294967139,1275,18,149842530,194472327
16777216,16,16777216,4294967169,1575,22,125616390,170005811
16777216,16,16777216,4294967195,975,14,156118001,200827890
16777216,16,16777216,4294967212,1275,18,142577490,186565098
16777216,16,16777216,4294967225,1500,21,165344680,209459114
16777216,16,16777216,4294967275,975,14,125646077,170091049
16777216,16,16777216,4294967292,1125,16,116623112,160665236
33554432,16,33554432,4294967091,1500,21,149124454,237654760
33554432,16,33554432,4294967124,1200,17,188991902,277446387
33554432,16,33554432,4294967191,1500,21,180880485,268496695
33554432,16,33554432,4294967207,975,14,140795239,228484476
33554432,16,33554432,4294967208,975,14,159505386,247249982
33554432,16,33554432,4294967239,1650,23,175414463,262776371
33554432,16,33554432,4294967258,1575,22,151448528,238457418
33554432,16,33554432,4294967264,975,14,149943438,237232428
33554432,16,33554432,4294967278,1800,25,202629400,290687662
33554432,16,33554432,4294967285,1350,19,159258855,247807970
67108864,16,67108864,4294967101,1575,22,233648020,407636088
67108864,16,67108864,4294967187,675,10,212353599,386228458
67108864,16,67108864,4294967239,1125,16,192458009,367173356
67108864,16,67108864,4294967242,2025,28,264084288,437800740
67108864,16,67108864,4294967244,1425,20,252519037,426387451
67108864,16,67108864,4294967259,1500,21,229997984,404446814
67108864,16,67108864,4294967266,1650,23,267760305,441553218
67108864,16,67108864,4294967278,1500,21,185944113,359613585
67108864,16,67108864,4294967286,1350,19,316119892,490556609
67108864,16,67108864,4294967290,825,12,157871882,332772032
134217728,16,134217728,4294967186,1200,17,369891860,717949568
134217728,16,134217728,4294967255,825,12,316179097,662792561
134217728,16,134217728,4294967265,1650,23,396338135,743083580
134217728,16,134217728,4294967269,1275,18,516387786,864134796
134217728,16,134217728,4294967271,1425,20,638048065,985003387
134217728,16,134217728,4294967274,1350,19,335132887,681672520
134217728,16,134217728,4294967279,1425,20,323008177,671063497
134217728,16,134217728,4294967290,1050,15,400633719,747240907
134217728,16,134217728,4294967294,1725,24,663517864,1011147686
134217728,16,134217728,4294967295,1575,22,699930798,1046552409
268435456,16,268435456,4294967261,1650,23,575073602,1266843402
268435456,16,268435456,4294967265,900,13,816210987,1508803418
268435456,16,268435456,4294967273,1800,25,856223980,1551740574
268435456,16,268435456,4294967275,1500,21,601284926,1292471796
268435456,16,268435456,4294967280,1500,21,426254175,1117626364
268435456,16,268435456,4294967282,1950,27,917478514,1609216052
268435456,16,268435456,4294967285,1200,17,821440522,1513730714
268435456,16,268435456,4294967287,1200,17,715692230,1407712539
268435456,16,268435456,4294967292,1725,24,973152318,1666254169
268435456,16,268435456,4294967293,1200,17,820464544,1512188858
