n,k,i,p,m,r,t,T
1024,1,512,2043430182,0,13,89560,180202
1024,1,512,2078246698,0,12,78128,186825
1024,1,512,2079982657,0,14,52539,147688
1024,1,512,2088775573,0,11,69029,174627
1024,1,512,2106467881,0,14,55383,144039
1024,1,512,2106469064,0,9,44151,134824
1024,1,512,2109270209,0,17,78967,191559
1024,1,512,2114961499,0,13,81330,168470
1024,1,512,2121201167,0,12,63383,168625
1024,1,512,2122348760,0,19,93325,228492
1024,1,512,2130419596,0,16,107817,222045
1024,1,512,2140950954,0,14,79865,185900
1024,1,512,2141430814,0,9,54583,143006
1024,1,512,2142407519,0,14,99805,188880
1024,1,512,2145571770,0,12,88478,177950
1024,1,512,2146617238,0,11,62027,181421
1024,1,512,2166432081,0,13,59480,202237
1024,1,512,2175654569,0,9,74730,172182
1024,1,512,2176428810,0,19,78566,173283
1024,1,512,2185432708,0,6,80402,183514
2048,1,1024,2026836047,0,17,161640,297959
2048,1,1024,2106942029,0,14,136646,289209
2048,1,1024,2113777042,0,8,95315,245568
2048,1,1024,2114842045,0,8,87383,236875
2048,1,1024,2114951930,0,15,156169,305581
2048,1,1024,2119377812,0,15,129941,306446
2048,1,1024,2120329204,0,20,125374,273440
2048,1,1024,2121696582,0,16,169703,306583
2048,1,1024,2123870908,0,19,163302,298048
2048,1,1024,2126392451,0,23,146740,324384
2048,1,1024,2141096823,0,11,110472,251956
2048,1,1024,2142600292,0,24,189227,337654
2048,1,1024,2143265596,0,12,122914,257555
2048,1,1024,2161709316,0,24,135558,298274
2048,1,1024,2163270256,0,18,114372,253396
2048,1,1024,2169406170,0,16,140948,278615
2048,1,1024,2181707044,0,14,120106,351426
2048,1,1024,2195283936,0,14,127445,270288
2048,1,1024,2234216250,0,13,121592,259198
2048,1,1024,2244313412,0,17,138183,289793
4096,1,2048,2088744089,0,21,243626,486976
4096,1,2048,2100790402,0,14,139916,358839
4096,1,2048,2103689216,0,16,218904,480695
4096,1,2048,2113173057,0,14,269239,502720
4096,1,2048,2115489472,0,21,289461,584947
4096,1,2048,2120957257,0,23,228888,479533
4096,1,2048,2133768725,0,28,311939,607014
4096,1,2048,2134376931,0,14,223897,455511
4096,1,2048,2140413129,0,19,231054,527477
4096,1,2048,2147408510,0,12,193339,418231
4096,1,2048,2152613254,0,24,250877,470146
4096,1,2048,2159323097,0,15,209942,428092
4096,1,2048,2161156717,0,20,240879,483128
4096,1,2048,2162456576,0,13,285330,502408
4096,1,2048,2180416886,0,13,170786,416633
4096,1,2048,2181805868,0,20,234350,452879
4096,1,2048,2185063101,0,21,225285,444842
4096,1,2048,2190490431,0,12,218585,465148
