n,k,i,p,m,r,t,T
1024,16,1024,4286092025,600,9,60258430,60333958
1024,16,1024,4286168498,1200,17,77174882,77227276
1024,16,1024,4287048326,450,7,69240340,69287837
1024,16,1024,4289118509,600,9,69049486,69122231
1024,16,1024,4289141853,1125,16,76702482,76794320
1024,16,1024,4289475361,525,8,82709573,82782909
1024,16,1024,4290061037,675,10,78791099,78862838
1024,16,1024,4290476803,600,9,81361751,81414615
1024,16,1024,4290558620,750,11,69868920,69934667
1024,16,1024,4292120904,525,8,99872227,99941494
1024,16,1024,4292206278,825,12,80097825,80152830
1024,16,1024,4292483012,375,6,85960470,86031262
1024,16,1024,4292516058,600,9,69886016,69939152
1024,16,1024,4292907171,450,7,85428387,85521722
1024,16,1024,4293376611,675,10,70172594,70243111
1024,16,1024,4293500216,750,11,74041700,74110943
1024,16,1024,4294112830,450,7,76776115,76829545
1024,16,1024,4294345741,450,7,71975091,72041987
1024,16,1024,4294777951,675,10,79427203,79480110
1024,16,1024,4294948327,300,5,78799933,78855348
2048,16,2048,4284205041,900,13,79614471,79669810
2048,16,2048,4285644516,750,11,86533739,86609619
2048,16,2048,4287619132,375,6,97175432,97244151
2048,16,2048,4288515439,450,7,72648918,72713013
2048,16,2048,4291387301,450,7,78284626,78332085
2048,16,2048,4291486779,300,5,75431172,75521819
2048,16,2048,4291998589,900,13,66266463,66326061
2048,16,2048,4292289965,375,6,68877861,68937735
2048,16,2048,4292677635,450,7,97620570,97701208
2048,16,2048,4292694846,600,9,62887372,62959701
2048,16,2048,4292998731,450,7,67640589,67710868
2048,16,2048,4293184452,450,7,79668702,79723478
2048,16,2048,4293463975,675,10,85771121,85843230
2048,16,2048,4294373315,600,9,69966963,70022708
2048,16,2048,4294486779,675,10,79310853,79366617
2048,16,2048,4294530885,525,8,90416960,90478913
2048,16,2048,4294595893,600,9,81066561,81123519
2048,16,2048,4294914019,1050,15,70879574,70933972
2048,16,2048,4294935241,450,7,71331429,71446503
2048,16,2048,4294952297,450,7,87408919,87456717
4096,16,4096,4290760754,750,11,73090619,73149649
4096,16,4096,4291973391,600,9,87454522,87512000
4096,16,4096,4292408583,600,9,82104673,82210354
4096,16,4096,4292953455,525,8,93779460,93834375
4096,16,4096,4293120149,600,9,65002642,65088365
4096,16,4096,4293287784,600,9,79679721,79744456
4096,16,4096,4293377413,675,10,75000991,75073576
4096,16,4096,4293421048,825,12,77641376,77711318
4096,16,4096,4293802242,825,12,78700649,78760909
4096,16,4096,4293806881,525,8,87840583,87899542
4096,16,4096,4293935321,300,5,88476717,88545723
4096,16,4096,4293989637,600,9,89384082,89461031
4096,16,4096,4294013611,825,12,84751057,84885309
4096,16,4096,4294089350,675,10,75873538,75926715
4096,16,4096,4294122736,600,9,73203361,73262646
4096,16,4096,4294211965,150,3,67891240,67944678
4096,16,4096,4294518859,750,11,80469473,80540433
4096,16,4096,4294894759,600,9,76655403,76712398
4096,16,4096,4294906767,450,7,63750001,63807643
4096,16,4096,4294923107,825,12,72255707,72339137
8192,16,8192,4292762926,675,10,75373071,75449371
8192,16,8192,4293753239,750,11,102628671,102694993
8192,16,8192,4293761047,600,9,83340558,83418858
8192,16,8192,4293902819,675,10,73098457,73179417
8192,16,8192,4293998123,1125,16,70616768,70788047
8192,16,8192,4294001620,450,7,66532938,66615227
8192,16,8192,4294153701,525,8,76273294,76337123
8192,16,8192,4294197795,675,10,89420583,89482406
8192,16,8192,4294397186,675,10,86618194,86760213
8192,16,8192,4294483023,750,11,97236674,97297387
8192,16,8192,4294533019,825,12,81872086,81949572
8192,16,8192,4294597739,525,8,64093686,64154342
8192,16,8192,4294645764,900,13,79293402,79351781
8192,16,8192,4294694416,1050,15,84716841,84781428
8192,16,8192,4294710271,375,6,63238473,63317156
8192,16,8192,4294787740,450,7,86842227,86901066
8192,16,8192,4294831765,450,7,64847606,64933114
8192,16,8192,4294883571,450,7,84602849,84667786
8192,16,8192,4294904596,375,6,91468042,91546217
8192,16,8192,4294940153,525,8,90773833,90840288
16384,16,16384,4293900976,975,14,82117020,82215924
16384,16,16384,4294410795,1050,15,100970349,101066804
16384,16,16384,4294482896,675,10,72757028,72838229
16384,16,16384,4294505757,1050,15,79874893,79975763
16384,16,16384,4294509920,600,9,72572861,72672738
16384,16,16384,4294542640,375,6,102769213,102871853
16384,16,16384,4294610082,1275,18,84184361,84312647
16384,16,16384,4294672616,675,10,81907206,81994514
16384,16,16384,4294744659,825,12,86317654,86420082
16384,16,16384,4294775750,900,13,81041216,81122623
16384,16,16384,4294794408,600,9,75333167,75420671
16384,16,16384,4294817325,900,13,90104173,90234754
16384,16,16384,4294822138,750,11,67470195,67584895
16384,16,16384,4294854099,975,14,74675358,74779596
16384,16,16384,4294877257,900,13,87774685,87854556
16384,16,16384,4294889353,1050,15,75539976,75626632
16384,16,16384,4294893066,1050,15,93850984,93930597
16384,16,16384,4294902857,750,11,98859238,98950883
16384,16,16384,4294930071,225,4,64104921,64191743
16384,16,16384,4294952111,750,11,72934136,73041287
32768,16,32768,4294656506,450,7,87019244,87143923
32768,16,32768,4294674746,825,12,83759418,83891877
32768,16,32768,4294678518,450,7,88678628,88822524
32768,16,32768,4294683228,825,12,70707997,70857140
32768,16,32768,4294746909,1125,16,76675201,76808064
32768,16,32768,4294750709,375,6,67893169,68024995
32768,16,32768,4294781600,525,8,78977914,79109149
32768,16,32768,4294790929,1125,16,90024678,90154182
32768,16,32768,4294799015,975,14,72556128,72706618
32768,16,32768,4294821391,1350,19,78386793,78552519
32768,16,32768,4294844922,375,6,82324992,82473010
32768,16,32768,4294869232,825,12,90933701,91078885
32768,16,32768,4294872545,1125,16,70716882,70867818
32768,16,32768,4294892200,750,11,74836769,74977640
32768,16,32768,4294906759,900,13,89038062,89321768
32768,16,32768,4294931303,1125,16,101221557,101363470
32768,16,32768,4294940047,825,12,90905376,91036909
32768,16,32768,4294954178,675,10,64179347,64321038
32768,16,32768,4294964288,600,9,103196966,103413052
65536,16,65536,4294643551,750,11,88403555,88620017
65536,16,65536,4294876120,525,8,91861264,92078979
65536,16,65536,4294887940,825,12,72472926,72702646
65536,16,65536,4294913976,1050,15,79836125,80058279
65536,16,65536,4294926462,600,9,86849612,87062418
65536,16,65536,4294929008,825,12,90372627,90586325
65536,16,65536,4294929602,1125,16,74367350,74587848
65536,16,65536,4294930231,525,8,70764871,71006795
