n,k,i,p,m,r,t,T
1024,16,512,2033005074,1350,19,64363100,64427216
1024,16,512,2053475303,1125,16,98838831,98913961
1024,16,512,2083458087,975,14,79173066,79228956
1024,16,512,2095012395,600,9,88981577,89046114
1024,16,512,2129894989,750,11,79672932,79726811
1024,16,512,2134462925,1275,18,74489296,74546945
1024,16,512,2138700704,675,10,83999327,84110033
1024,16,512,2154727336,675,10,75596726,75652319
1024,16,512,2157715041,975,14,78685421,78738348
1024,16,512,2159203057,900,13,74422672,74485927
1024,16,512,2159376764,975,14,71983333,72074952
1024,16,512,2161502904,975,14,73436735,73511294
1024,16,512,2167193848,600,9,82994709,83059897
1024,16,512,2170094346,750,11,83843702,83910595
1024,16,512,2190653717,975,14,78449694,78516808
1024,16,512,2191723676,1200,17,80994917,81061561
1024,16,512,2212161319,375,6,71458981,71512442
1024,16,512,2227389368,975,14,78261489,78317246
1024,16,512,2252600711,975,14,72725598,72805737
1024,16,512,2271181690,900,13,73295752,73352437
2048,16,1024,2052704276,900,13,87085120,87144959
2048,16,1024,2080028073,1275,18,90572688,90642962
2048,16,1024,2095575683,1200,17,103890770,103959108
2048,16,1024,2106888793,1275,18,83169369,83232533
2048,16,1024,2112377943,750,11,71850289,71906055
2048,16,1024,2115046252,1650,23,81195710,81250313
2048,16,1024,2116345007,1125,16,64744077,64812517
2048,16,1024,2118055995,750,11,63456199,63511315
2048,16,1024,2120428754,1200,17,64676555,64730212
2048,16,1024,2131414022,1425,20,83115428,83184833
2048,16,1024,2138432818,1050,15,74094523,74150526
2048,16,1024,2142992630,1050,15,108558823,108653658
2048,16,1024,2149811343,1350,19,69995760,70063627
2048,16,1024,2151088064,1125,16,83496794,83570639
2048,16,1024,2152356866,1575,22,70566678,70622527
2048,16,1024,2160807984,1200,17,75120657,75194985
2048,16,1024,2164296685,975,14,58653020,58702555
2048,16,1024,2181455383,825,12,85245171,85314311
2048,16,1024,2183006432,975,14,72136954,72201612
2048,16,1024,2216073171,1125,16,89907869,89963885
4096,16,2048,2102553026,1050,15,87681500,87746017
4096,16,2048,2104558203,900,13,73081043,73152250
4096,16,2048,2109144719,975,14,72340794,72401011
4096,16,2048,2123573754,1050,15,78193831,78246146
4096,16,2048,2124130388,1425,20,83079687,83150337
4096,16,2048,2132392238,1275,18,87125562,87180178
4096,16,2048,2137963860,1125,16,79156209,79234112
4096,16,2048,2138658194,1200,17,70605148,70681078
4096,16,2048,2141739525,825,12,78888822,78948608
4096,16,2048,2144963759,1050,15,95758536,95830891
4096,16,2048,2145409009,1125,16,71123552,71181603
4096,16,2048,2145883693,1050,15,79239982,79316635
4096,16,2048,2150313912,900,13,63462228,63526563
4096,16,2048,2150352429,1050,15,97458438,97529567
4096,16,2048,2157456425,1050,15,97914620,97980002
4096,16,2048,2158419598,825,12,83347610,83400711
4096,16,2048,2166394299,1425,20,75611131,75671371
4096,16,2048,2166736661,1050,15,79822486,79880694
4096,16,2048,2169940274,1725,24,81758816,81827971
4096,16,2048,2174022519,1275,18,90585897,90660867
8192,16,4096,2091443538,1650,23,75705382,75764873
8192,16,4096,2125399352,1200,17,93991243,94068388
8192,16,4096,2125987827,1125,16,86999998,87064839
8192,16,4096,2129302401,1725,24,74768357,74853162
8192,16,4096,2130271464,975,14,83523181,83588227
8192,16,4096,2131302819,825,12,71286990,71373226
8192,16,4096,2132212551,1050,15,74865630,74930349
8192,16,4096,2135761008,1275,18,90629967,90714573
8192,16,4096,2140324257,675,10,79785073,79870655
8192,16,4096,2140394927,975,14,63535018,63614039
8192,16,4096,2144220690,1125,16,74508521,74697804
8192,16,4096,2146422456,1500,21,89877751,89942787
8192,16,4096,2147518598,1200,17,83125261,83194320
8192,16,4096,2148751364,1650,23,97503726,97567583
8192,16,4096,2166685208,1275,18,78925276,78998207
8192,16,4096,2180290493,450,7,63766314,63839032
8192,16,4096,2181476500,1200,17,91794637,91905831
8192,16,4096,2187738499,1050,15,84217276,84289494
8192,16,4096,2192173447,1050,15,91160482,91235868
8192,16,4096,2212118003,975,14,73773957,73841252
16384,16,8192,2121925263,1125,16,75226843,75326867
16384,16,8192,2123946766,1350,19,72450191,72562150
16384,16,8192,2131647538,300,5,63540543,63658805
16384,16,8192,2142023093,1125,16,79773608,79860477
16384,16,8192,2142317409,1500,21,67967437,68054174
16384,16,8192,2142472109,1350,19,101349623,101435158
16384,16,8192,2147294265,1500,21,70659073,70757629
16384,16,8192,2147295586,1575,22,72399152,72495371
16384,16,8192,2147636436,1275,18,74206115,74310662
16384,16,8192,2147711524,675,10,73982545,74081587
16384,16,8192,2149072342,1275,18,110909793,111000516
16384,16,8192,2150033381,1275,18,78195073,78280980
16384,16,8192,2152143968,1275,18,106840872,106946841
16384,16,8192,2153544325,1650,23,84716325,84802119
16384,16,8192,2154053622,1425,20,71954375,72037326
16384,16,8192,2156885650,1425,20,80818298,80906331
16384,16,8192,2165699966,750,11,93595778,93681412
16384,16,8192,2173331509,1575,22,88072577,88155797
16384,16,8192,2177699484,1050,15,91542632,91694432
16384,16,8192,2184873559,1200,17,78260792,78444721
32768,16,16384,2136187370,975,14,86958084,87089163
32768,16,16384,2139779319,1425,20,81227924,81359068
32768,16,16384,2139782471,1650,23,81223052,81350479
32768,16,16384,2140506312,1650,23,69000273,69270859
32768,16,16384,2141712336,1575,22,88416749,88562413
32768,16,16384,2143555448,1050,15,90015847,90264413
32768,16,16384,2144066602,1875,26,68343053,68485278
32768,16,16384,2145800871,1500,21,80399195,80658900
32768,16,16384,2149949930,1800,25,64751647,64899251
32768,16,16384,2153708094,1125,16,91863050,92007221
32768,16,16384,2156286745,1725,24,91912584,92129449
32768,16,16384,2156538293,1875,26,65702717,65846539
32768,16,16384,2156540714,1350,19,67262090,67393419
32768,16,16384,2156752141,1200,17,90221303,90347764
32768,16,16384,2158100660,1725,24,98988980,99134226
32768,16,16384,2158252430,1500,21,74780022,74921781
32768,16,16384,2158523546,1200,17,96333751,96475447
32768,16,16384,2159046588,1275,18,87680104,87827816
32768,16,16384,2160257556,1725,24,77252079,77500359
32768,16,16384,2162232255,1275,18,82613041,82744190
65536,16,32768,2130568649,2250,31,83005503,83416948
65536,16,32768,2131931697,2100,29,75568142,75793726
65536,16,32768,2133467031,1725,24,97794909,98037348
65536,16,32768,2134753948,1650,23,81483577,82083224
65536,16,32768,2135453774,1350,19,83573525,83794255
65536,16,32768,2135559961,1725,24,80714989,80957675
65536,16,32768,2138206779,1875,26,91195752,91406833
65536,16,32768,2144422949,1575,22,76125708,76356117
65536,16,32768,2145229853,1725,24,101126557,101349954
65536,16,32768,2147987825,2250,31,80756502,80992489
65536,16,32768,2149253196,2025,28,72661553,72889112
65536,16,32768,2151513324,1650,23,82136770,82400658
65536,16,32768,2151566347,1350,19,72971371,73190882
65536,16,32768,2152478423,1950,27,80772064,80987114
65536,16,32768,2152949292,1500,21,91751335,91972714
65536,16,32768,2153799241,2100,29,93070629,93279037
65536,16,32768,2154201221,2250,31,81856394,82065392
65536,16,32768,2154809038,1125,16,102527131,102742261
65536,16,32768,2166132710,1200,17,73867274,74094373
65536,16,32768,2167429080,1575,22,89442541,89664215
131072,16,65536,2137661318,1500,21,93277984,93694794
131072,16,65536,2138633470,2100,29,90961857,91380675
131072,16,65536,2142223008,1500,21,74370054,74804141
131072,16,65536,2142490915,1950,27,76708502,77146021
131072,16,65536,2143733188,675,10,74009824,74432217
131072,16,65536,2144432623,2025,28,88750040,89144892
131072,16,65536,2147040566,2100,29,82450121,82862277
131072,16,65536,2147229566,1875,26,97621756,98049072
131072,16,65536,2147255784,1800,25,92056851,92466945
131072,16,65536,2147830724,1875,26,71583826,71993148
131072,16,65536,2148133303,1650,23,72389268,72997613
131072,16,65536,2148778467,1275,18,97445215,97888576
131072,16,65536,2149147778,1725,24,83991089,84486577
131072,16,65536,2150840542,1575,22,100314904,100740661
131072,16,65536,2151140871,1575,22,73929072,74349741
131072,16,65536,2151639495,1575,22,86465947,86865811
131072,16,65536,2152118093,1650,23,84013252,84409637
131072,16,65536,2152595120,1425,20,85650307,86053133
131072,16,65536,2152617489,1650,23,82507533,82924527
131072,16,65536,2155902248,1575,22,94290634,94784203
262144,16,131072,2139578077,1875,26,81151564,81913874
262144,16,131072,2140396966,1575,22,82330106,83090144
262144,16,131072,2140481744,1950,27,89544242,90280570
262144,16,131072,2142658688,2475,34,101344205,102084494
262144,16,131072,2143145514,1650,23,77163407,77916617
262144,16,131072,2144108414,1350,19,73026529,73760131
262144,16,131072,2145051424,1575,22,104027040,104758751
262144,16,131072,2145432158,1725,24,92882166,93624982
262144,16,131072,2145847106,2025,28,82388913,83169742
262144,16,131072,2146311925,1800,25,81671589,82425367
262144,16,131072,2147236560,1950,27,95911093,96653481
262144,16,131072,2147933384,1950,27,77625478,78361866
262144,16,131072,2148341326,2475,34,94568073,95310646
262144,16,131072,2148461704,1425,20,85357978,86093484
262144,16,131072,2149621818,2325,32,105940221,106691507
262144,16,131072,2150105334,1500,21,82137127,82897667
262144,16,131072,2151173456,1800,25,81472774,82217971
262144,16,131072,2151723366,1425,20,75857147,76598342
262144,16,131072,2152076759,1800,25,88275116,89061451
262144,16,131072,2152363030,1800,25,82084195,82849481
524288,16,262144,2141671549,1575,22,76643328,78087199
524288,16,262144,2141990893,1725,24,80315142,81824446
524288,16,262144,2142735443,1800,25,87308616,88767332
524288,16,262144,2142958706,1950,27,85230686,86652270
