n,k,i,p,m,r,t,T
1024,4,1024,4284659233,105,8,343846,421494
1024,4,1024,4286461108,120,9,664316,735832
1024,4,1024,4288046818,135,10,816000,888765
1024,4,1024,4288079429,195,14,625483,691737
1024,4,1024,4289190382,75,6,357908,468032
1024,4,1024,4289886430,75,6,419460,471533
1024,4,1024,4290989900,105,8,457284,515753
1024,4,1024,4291170616,120,9,435748,510380
1024,4,1024,4291315433,180,13,502746,567434
1024,4,1024,4292073071,45,4,365593,418933
1024,4,1024,4292521657,75,6,377776,436908
1024,4,1024,4293070002,60,5,329597,401621
1024,4,1024,4293329236,75,6,361624,423259
1024,4,1024,4293345765,120,9,885011,942380
1024,4,1024,4293655346,150,11,656330,721556
1024,4,1024,4294332519,135,10,444994,502866
1024,4,1024,4294669527,135,10,901839,953486
1024,4,1024,4294685387,60,5,596673,650526
1024,4,1024,4294714546,120,9,519534,579626
1024,4,1024,4294720350,60,5,365619,440109
2048,4,2048,4286352287,195,14,736664,814225
2048,4,2048,4286578427,60,5,363685,444392
2048,4,2048,4287109943,135,10,556137,641104
2048,4,2048,4291138057,150,11,677526,762138
2048,4,2048,4291325758,150,11,867560,933635
2048,4,2048,4291345045,75,6,383739,457806
2048,4,2048,4291683819,135,10,494125,552385
2048,4,2048,4291795833,90,7,353634,442077
2048,4,2048,4292449820,195,14,613790,679161
2048,4,2048,4292526750,90,7,471017,548799
2048,4,2048,4293089672,135,10,571766,638341
2048,4,2048,4293139529,210,15,527344,591219
2048,4,2048,4293330630,75,6,416818,487390
2048,4,2048,4293509428,75,6,457639,534154
2048,4,2048,4293708164,105,8,440557,532485
2048,4,2048,4293946706,90,7,365574,452952
2048,4,2048,4294337988,180,13,622754,681483
2048,4,2048,4294637194,135,10,531869,614032
2048,4,2048,4294736817,90,7,526476,613370
2048,4,2048,4294962023,180,13,506967,571380
4096,4,4096,4291621010,105,8,450348,537671
4096,4,4096,4291958167,105,8,971549,1058237
4096,4,4096,4292112373,135,10,613543,712830
4096,4,4096,4292401007,105,8,443791,534466
4096,4,4096,4292611532,90,7,769485,874858
4096,4,4096,4292622881,120,9,885504,994567
4096,4,4096,4292762546,135,10,864353,965763
4096,4,4096,4292885764,150,11,518776,626556
4096,4,4096,4293130161,105,8,383245,490878
4096,4,4096,4293195851,120,9,529017,637485
4096,4,4096,4293917525,105,8,555294,646363
4096,4,4096,4293999025,120,9,551404,643996
4096,4,4096,4294228736,120,9,610947,707892
4096,4,4096,4294530857,120,9,615922,735715
4096,4,4096,4294798310,105,8,505898,613019
4096,4,4096,4294814554,165,12,490369,578779
4096,4,4096,4294818156,165,12,511514,601908
4096,4,4096,4294820898,150,11,517375,605635
4096,4,4096,4294845879,135,10,528648,629028
4096,4,4096,4294917551,105,8,464871,553524
8192,4,8192,4293774972,150,11,1222436,1354467
8192,4,8192,4294000869,90,7,553493,689475
8192,4,8192,4294089339,75,6,409026,559673
8192,4,8192,4294517962,135,10,688366,835376
8192,4,8192,4294595254,120,9,1067586,1203210
8192,4,8192,4294619944,135,10,876165,1012669
8192,4,8192,4294672806,150,11,547349,680762
8192,4,8192,4294719808,90,7,460344,607006
8192,4,8192,4294736931,45,4,564041,708127
8192,4,8192,4294775682,105,8,430301,572210
8192,4,8192,4294816224,120,9,552665,684884
8192,4,8192,4294831410,180,13,659722,792023
8192,4,8192,4294837352,105,8,480581,618730
8192,4,8192,4294843960,165,12,3522202,3665840
8192,4,8192,4294848984,105,8,468282,617619
8192,4,8192,4294849256,165,12,593392,724536
8192,4,8192,4294898175,150,11,595499,728933
8192,4,8192,4294931733,45,4,453570,625819
8192,4,8192,4294935132,225,16,644967,777837
8192,4,8192,4294951101,150,11,976014,1105566
16384,4,16384,4294208438,150,11,1461982,1673051
16384,4,16384,4294287879,150,11,664298,893109
16384,4,16384,4294443999,150,11,701756,941188
16384,4,16384,4294465913,150,11,717909,934720
16384,4,16384,4294690905,60,5,535641,773307
16384,4,16384,4294758238,120,9,482823,731961
16384,4,16384,4294783271,90,7,490663,732309
16384,4,16384,4294791538,150,11,1637252,1853091
16384,4,16384,4294792486,135,10,1351008,1568733
16384,4,16384,4294793026,120,9,570294,813307
16384,4,16384,4294873109,195,14,763762,1019770
16384,4,16384,4294877111,165,12,748314,978745
16384,4,16384,4294887382,255,18,755857,981683
16384,4,16384,4294887965,105,8,518405,731848
16384,4,16384,4294926367,150,11,546563,765597
16384,4,16384,4294942915,150,11,1108599,1347530
16384,4,16384,4294946915,120,9,1239631,1470749
16384,4,16384,4294952598,240,17,776259,1008755
16384,4,16384,4294961003,135,10,723554,947498
16384,4,16384,4294965679,165,12,691008,903957
32768,4,32768,4294138339,255,18,992760,1390236
32768,4,32768,4294576103,270,19,955911,1396225
32768,4,32768,4294678865,165,12,859589,1264777
32768,4,32768,4294719640,120,9,1661856,2072622
32768,4,32768,4294761320,120,9,750894,1190326
32768,4,32768,4294776391,180,13,911470,1406424
32768,4,32768,4294862155,120,9,637890,1037799
32768,4,32768,4294893571,180,13,800547,1216106
32768,4,32768,4294896870,105,8,695732,1098621
32768,4,32768,4294900953,210,15,815097,1212418
32768,4,32768,4294907730,195,14,916971,1329172
32768,4,32768,4294939518,165,12,1981338,2403349
32768,4,32768,4294941110,165,12,2124309,2533495
32768,4,32768,4294949108,75,6,556389,969240
32768,4,32768,4294951266,120,9,994844,1467080
32768,4,32768,4294953752,105,8,609902,1048102
32768,4,32768,4294954883,210,15,1009227,1422295
32768,4,32768,4294962680,120,9,1505526,1933628
32768,4,32768,4294964652,135,10,2058118,2472901
32768,4,32768,4294966551,135,10,2393779,2794627
65536,4,65536,4294731961,120,9,3523666,4261203
65536,4,65536,4294732119,240,17,1357091,2106508
65536,4,65536,4294746327,210,15,1195390,2001284
65536,4,65536,4294777767,120,9,991291,1742205
65536,4,65536,4294846667,120,9,3795514,4559090
65536,4,65536,4294850680,150,11,1057123,1807043
65536,4,65536,4294856633,150,11,1930068,2677593
65536,4,65536,4294875298,195,14,4037926,4816817
65536,4,65536,4294884104,180,13,855643,1611326
65536,4,65536,4294886124,225,16,1173537,1936735
65536,4,65536,4294886734,210,15,1102570,1857691
65536,4,65536,4294891320,135,10,1553431,2301108
65536,4,65536,4294902812,180,13,1254352,1996448
65536,4,65536,4294908077,165,12,1280376,2024605
65536,4,65536,4294915786,150,11,955940,1703611
65536,4,65536,4294924911,135,10,703875,1438514
65536,4,65536,4294930985,75,6,605098,1353076
65536,4,65536,4294950700,225,16,1455430,2194954
65536,4,65536,4294951909,150,11,1037467,1829287
65536,4,65536,4294954870,135,10,1174328,1952810
131072,4,131072,4294903271,150,11,1457766,2945639
131072,4,131072,4294907316,210,15,1406993,2853735
131072,4,131072,4294923188,225,16,2369059,3783943
131072,4,131072,4294924100,210,15,2013490,3502389
